DEPTH,GR,RHGX_HILT,NPHI,AT10,AT20,AT30,AT60,AT90,PEFZ
3259.5312,22.364565,2.7854068,-0.00031276466,1950.0,1539.8881,1003.2049,1950.0,1753.0051,4.6954603
3259.6836,24.755432,2.7784662,0.00096299505,1950.0,642.7917,473.9145,1026.9506,657.63214,4.7080846
3259.836,22.78625,2.7815223,0.00050184224,1813.8239,328.91986,296.3208,510.25644,408.9035,4.744922
3259.9885,20.414042,2.7780378,-0.00019742,1450.1295,164.61874,141.14575,306.49915,235.09352,4.890825
3260.1409,18.102564,2.7754796,-0.001629315,1696.1084,245.302,224.8097,340.50342,311.7128,5.186125
3260.2932,16.675684,2.7741544,-0.0011189028,1756.0759,266.96472,433.96902,833.9857,1950.0,5.5538063
3260.4456,16.23699,2.787571,0.00038276042,1894.7286,281.7753,546.7318,1018.94794,964.2843,5.780555
3260.598,17.507238,2.801438,0.002687023,1928.8092,222.06339,313.50674,780.00287,705.0362,5.700015
3260.7505,22.743507,2.8069565,0.003963099,1950.0,210.91473,401.57928,1019.54767,930.32104,5.4155793
3260.9028,27.218206,2.806609,0.003915808,1950.0,201.62802,528.11554,1333.6488,1211.669,5.149538
3261.0552,26.686892,2.8023765,0.0026881492,1935.9512,239.48413,603.4135,1589.8822,1268.417,5.09965
3261.2075,25.268936,2.7928221,0.0010819138,1764.4714,264.82126,419.48523,1266.7754,1796.3573,5.115823
3261.36,26.46974,2.7855914,-0.0001783766,1644.058,288.4072,530.2817,1950.0,1950.0,5.1188583
3261.5125,27.083914,2.7761202,0.00040121583,1877.7665,350.1796,1047.6635,1890.3287,1505.5137,5.176754
3261.6648,25.41687,2.7829242,0.00095130724,1950.0,270.01727,647.06903,1797.7614,1098.5631,5.2522736
3261.8171,20.969717,2.8015873,0.0011039046,1391.0017,278.6302,599.6993,1792.7217,958.2047,5.358544
3261.9697,20.092325,2.8184829,0.0010342746,1562.4182,223.14726,432.7856,1620.3785,664.27405,5.162641
3262.122,20.283491,2.8233852,0.00015407226,1609.2498,358.6964,502.35382,1689.5914,1453.4617,4.88764
3262.2744,20.371231,2.7959685,-0.0003441932,1844.2896,556.0751,895.33984,1916.5096,1752.0991,4.756359
3262.4268,20.634449,2.7756743,-0.0018968219,1906.5787,691.5487,673.28876,1950.0,1950.0,4.9320416
3262.579,19.302673,2.7738533,-0.00273732,1950.0,729.76276,455.8065,1239.4736,1272.7394,5.2541575
3262.7317,17.723368,2.7880776,-0.0032647979,1950.0,640.38446,446.2397,854.4667,1033.5972,5.470521
3262.884,17.284674,2.808869,-0.0024480056,1950.0,627.9468,407.97864,723.9221,647.22626,5.575581
3263.0364,19.91685,2.812235,-0.0013669027,1950.0,540.92255,389.71085,710.3572,684.6111,5.6018496
3263.1887,20.969719,2.8136048,-0.0007946541,1950.0,446.13644,373.14835,671.76935,565.9619,5.7123356
3263.3413,20.310143,2.8336596,-0.0016176087,1950.0,429.69843,406.8662,798.5814,713.5817,5.7922635
3263.4937,16.449617,2.8631322,-0.0025527924,1950.0,410.20132,412.9128,972.0598,987.5023,5.735485
3263.646,19.432749,2.8587203,-0.0033583818,1950.0,415.47845,488.51013,1210.1238,1101.971,5.446376
3263.7983,23.68963,2.817127,-0.003266728,1950.0,378.16977,573.8527,1400.2485,1278.9067,5.182283
3263.951,29.919113,2.7721682,-0.0028791144,1950.0,449.59903,600.4808,1529.8773,1449.3705,5.097383
3264.1033,29.784021,2.759361,-0.002827941,1950.0,508.17343,554.1051,1603.0,1180.2605,5.0452824
3264.2556,27.611387,2.7615469,-0.002576828,1950.0,514.3687,595.656,1413.8099,1467.5571,5.0342855
3264.408,23.92634,2.7787056,-0.0021753146,1950.0,691.3616,598.6099,1144.3108,1243.1498,5.0235705
3264.5603,20.815084,2.8037794,-0.0007725689,1950.0,848.07745,1010.5761,1437.4065,1654.4796,5.0947456
