DEPTH,GR,RHGX_HILT,NPHI,AT10,AT20,AT30,AT60,AT90,PEFZ
3372.3071,172.14009,2.7676237,0.049878806,1950.0,193.29506,199.62308,633.7766,699.61896,4.885897
3372.1548,172.9952,2.7657442,0.050295558,1950.0,216.46986,231.84071,903.8192,988.5142,4.9352827
3372.0024,167.03261,2.7736104,0.05232909,1950.0,220.91826,230.81422,867.098,1049.6803,4.6444182
3371.85,165.09694,2.7752676,0.05323946,1950.0,198.0336,217.47418,870.7133,966.14764,4.48945
3371.6975,167.18352,2.7968123,0.055804927,1950.0,183.46875,207.30472,784.4093,978.1571,4.334627
3371.5452,175.48053,2.8274255,0.072055,1950.0,191.90329,214.98288,811.93604,1047.9594,4.578104
3371.3928,177.2353,2.8503096,0.088817455,1950.0,218.81511,241.47256,920.3112,1278.5894,4.263432
3371.2405,179.3007,2.844587,0.093026005,1950.0,242.64874,262.9474,1029.6786,1537.9675,5.5179744
3371.0881,173.11066,2.8254712,0.08430631,1950.0,234.95364,251.45923,1114.398,1522.4331,5.0858135
3370.9355,168.81145,2.7969236,0.072609745,1950.0,240.52237,235.38916,1138.6431,1390.2532,4.876528
3370.7832,163.76614,2.7580707,0.05407414,1950.0,232.70454,238.47362,1218.4135,1391.1433,4.9457183
3370.6309,157.53545,2.7308238,0.03700688,1950.0,229.06236,240.10475,960.0552,1111.9606,5.6239405
3370.4785,155.69292,2.7220123,0.02462865,1735.1443,229.01154,235.2876,564.3213,656.4234,5.8060284
3370.326,155.92258,2.7429185,0.029988984,1178.9551,165.29382,165.26147,326.65137,356.70264,5.3815293
3370.1736,166.18806,2.7680047,0.0439405,819.6908,118.375824,118.840965,210.68526,222.0428,4.4155064
3370.0212,169.7162,2.7844641,0.05698345,744.5368,141.7202,145.82774,309.67966,311.81757,4.0234103
3369.869,171.7242,2.8131785,0.06411353,1199.1527,229.09064,251.4978,608.9059,656.4166,4.129114
3369.7163,175.40924,2.8408248,0.076592244,1688.451,266.51416,295.99078,1068.4309,1229.0106,4.2539816
