DEPTH,GR,AT10,AT30,AT90,RHOZ,NPHI,DTCO,PEFZ,NMRFF,NMREFF,NMRTOT
5561.299898162484,26.809525,1761.2529,1758.3712,1756.3699,2.6041353,4.2258444,56.358387,5.347514,0.052375022,0.06676098,0.069366485
5561.399898163974,25.638033,1760.1964,1757.2039,1755.1238,2.612677,4.242119,56.344532,5.3145227,0.047176685,0.06166934,0.066983156
5561.499898165464,24.974112,1759.3114,1756.227,1754.0815,2.6156645,4.3729234,56.438816,5.2741394,0.04474796,0.05894728,0.06502438
5561.5998981669545,23.065231,1758.0371,1754.8192,1752.5781,2.602849,4.8281026,56.595337,5.233998,0.04421265,0.05865408,0.063635536
5561.699898168445,22.062876,1757.6364,1754.3751,1752.1028,2.592387,5.081474,56.806076,5.2505937,0.045752555,0.062016178,0.06469582
5561.799898169935,21.105232,1757.3857,1754.0951,1751.8029,2.5846095,5.355861,57.099922,5.2699695,0.04740882,0.06555292,0.06846371
5561.899898171425,20.19256,1757.3021,1753.9875,1751.6835,2.5717847,5.665816,57.54261,5.297081,0.04926615,0.06815375,0.07362174
5561.999898172915,19.014317,1757.4607,1754.1498,1751.8538,2.5649097,5.735707,57.829285,5.315776,0.052173395,0.06961975,0.0780184
5562.099898174405,18.678865,1757.7472,1754.449,1752.1693,2.5572631,5.785234,58.048782,5.33455,0.058704108,0.07201838,0.080611855
5562.199898175895,18.490547,1758.6985,1755.454,1753.2333,2.5441658,5.9009576,58.21696,5.350053,0.064794876,0.07533647,0.081048384
5562.299898177385,18.017668,1759.3698,1756.1661,1753.9883,2.5339937,6.1070504,58.450443,5.3374243,0.07061297,0.079531126,0.08210135
5562.399898178875,17.913738,1760.1805,1757.0293,1754.9042,2.5210376,6.4838247,58.50259,5.3416123,0.076985866,0.085220814,0.08628106
5562.499898180366,17.983217,1762.2567,1759.2504,1757.2633,2.4933336,7.3858304,58.39645,5.383811,0.08138065,0.089013375,0.091115616
5562.599898181856,18.659582,1763.5442,1760.6343,1758.734,2.4887545,7.353264,58.23283,5.429075,0.08524411,0.09215414,0.09590736
5562.699898183346,19.125288,1765.019,1762.225,1760.4255,2.493962,7.2470846,57.99409,5.46334,0.08861593,0.094605066,0.0992237
5562.799898184836,19.491041,1768.5741,1766.0778,1764.5231,2.5217428,6.8873315,57.65958,5.540535,0.09142704,0.09666684,0.10074759
5562.899898186326,19.883165,1770.6816,1768.372,1766.9629,2.5396404,6.6396804,57.255714,5.5541997,0.09203072,0.09706438,0.10072845
5562.999898187816,20.21785,1773.0219,1770.9252,1769.6772,2.5533783,6.381954,56.867325,5.5551977,0.0913859,0.09672733,0.100591384
5563.099898189306,21.015839,1775.6014,1773.7446,1772.673,2.5667686,6.249524,56.54342,5.537109,0.08793016,0.096066214,0.09985461
5563.199898190796,23.887373,1781.4816,1780.1877,1779.5109,2.5840666,6.172814,56.143574,5.470064,0.08229801,0.09520654,0.09791294
5563.2998981922865,25.448252,1784.7683,1783.793,1783.331,2.5894926,5.899348,55.85039,5.444849,0.074487306,0.09311914,0.09448411
5563.399898193777,26.682226,1788.2683,1787.635,1787.3972,2.5917914,5.776621,55.657604,5.420786,0.06586602,0.08927015,0.0903012
5563.499898195267,28.472622,1795.8138,1795.9147,1796.14,2.5942266,5.5180335,55.45979,5.408786,0.056807958,0.08194544,0.0856207
5563.599898196757,28.696453,1799.7946,1800.278,1800.7346,2.5962243,5.528967,55.532856,5.415295,0.0533206,0.07600901,0.08359597
5563.699898198247,28.449265,1803.8564,1804.7241,1805.4069,2.5990138,5.549757,55.722225,5.432505,0.052477475,0.07101712,0.082361706
5563.799898199737,27.614588,1812.03,1813.6472,1814.7535,2.59078,5.4411573,55.979004,5.446462,0.053526517,0.067654274,0.080235444
5563.899898201227,26.047623,1816.0343,1818.0033,1819.3003,2.582306,5.4985876,56.124886,5.421038,0.053832017,0.06755649,0.07751447
5563.999898202717,25.508501,1819.9059,1822.2028,1823.6731,2.5703878,5.465781,56.365074,5.3761325,0.052803565,0.06815721,0.07399223
5564.099898204207,25.11476,1827.0427,1829.9076,1831.6667,2.5571818,5.5801044,56.71203,5.272736,0.051520206,0.06793602,0.07030211
5564.1998982056975,24.401974,1830.211,1833.3073,1835.1794,2.5563843,5.5464153,57.133926,5.247198,0.051667504,0.065936945,0.06623943
5564.299898207188,24.315655,1833.0579,1836.3477,1838.3121,2.5625653,5.2702317,57.711617,5.2379937,0.052886847,0.06428483,0.06429373
5564.399898208678,24.127754,1837.6731,1841.2322,1843.3187,2.5886486,5.1396255,58.200382,5.264727,0.053603824,0.06332255,0.06332255
5564.499898210168,24.36827,1839.4073,1843.0421,1845.1604,2.5996594,5.2581954,58.412212,5.2819476,0.053188685,0.06334498,0.06334498
5564.599898211658,24.478893,1840.7505,1844.4242,1846.5558,2.6029854,5.453786,58.41507,5.309122,0.053186946,0.064270325,0.064270325
5564.699898213148,24.77219,1841.7069,1845.3842,1847.5111,2.5956151,5.7336783,58.436237,5.3412495,0.054631535,0.06592912,0.06592912
5564.799898214638,24.709433,1842.5104,1846.1002,1848.1715,2.558887,6.38462,58.498684,5.4367332,0.057500787,0.06816093,0.06816093
5564.899898216128,24.832186,1842.3932,1845.8969,1847.9187,2.5406327,6.62414,58.616524,5.502808,0.062186286,0.07159993,0.07159993
5564.9998982176185,25.130848,1841.9604,1845.3547,1847.3142,2.524277,7.029003,58.61861,5.5766306,0.06537307,0.07419747,0.07419747
5565.099898219109,25.626259,1840.2391,1843.3514,1845.1503,2.515972,7.42113,58.555603,5.623897,0.067813635,0.076475,0.076475
5565.199898220599,25.55969,1838.9921,1841.9359,1843.6377,2.5195677,7.5314627,58.488033,5.580855,0.06931322,0.07814103,0.07814103
5565.299898222089,25.127167,1837.5076,1840.2651,1841.8591,2.5295985,8.256857,58.384148,5.4958205,0.068879195,0.07766213,0.0776888
5565.399898223579,24.82941,1833.8809,1836.2177,1837.565,2.5507462,9.503891,58.24563,5.344751,0.06715366,0.07552425,0.07578414
5565.499898225069,24.321772,1831.7576,1833.8588,1835.0668,2.5581546,9.676976,58.075947,5.307459,0.06427325,0.072303355,0.073222674
5565.599898226559,24.010273,1829.4398,1831.2882,1832.3466,2.564591,9.780998,57.866623,5.3003416,0.059034146,0.06861742,0.07065143
5565.699898228049,23.666801,1824.2631,1825.5527,1826.2803,2.5698495,9.49053,57.6571,5.3597927,0.05478832,0.06791304,0.07005555
5565.799898229539,23.27292,1821.427,1822.4102,1822.9564,2.5712416,9.398458,57.44904,5.402807,0.051344767,0.068903774,0.07034804
5565.8998982310295,23.602146,1818.4576,1819.1187,1819.4751,2.5686884,9.449063,57.091328,5.438005,0.049720973,0.070736215,0.07112733
5565.99989823252,24.15364,1812.2291,1812.2054,1812.1602,2.5517244,9.738419,56.755653,5.461267,0.05078209,0.071357206,0.071454875
5566.09989823401,26.494043,1809.0529,1808.6759,1808.4244,2.5423095,10.226728,56.63623,5.448538,0.052347586,0.07113791,0.07155737
5566.1998982355,27.333134,1805.9081,1805.1796,1804.7241,2.5340004,10.43497,56.543083,5.4518266,0.053253856,0.06997419,0.07188943
5566.29989823699,27.78985,1802.8467,1801.776,1801.1224,2.5313277,10.5308,56.4403,5.4606676,0.053880475,0.06680116,0.0730662
5566.39989823848,26.712942,1797.2083,1795.5078,1794.496,2.5270436,10.609703,56.478542,5.5512643,0.054778446,0.0638986,0.07354983
5566.49989823997,26.20616,1794.7445,1792.774,1791.6118,2.5219395,10.758328,56.3893,5.6491866,0.056007385,0.06195736,0.07263999
5566.59989824146,26.001854,1792.592,1790.3916,1789.1045,2.5166717,10.696979,56.221695,5.795816,0.05737617,0.062717326,0.07034258
5566.69989824295,26.586506,1789.4133,1786.9043,1785.4634,2.5132153,10.002534,56.066826,6.13381,0.05753709,0.06536401,0.070404105
5566.799898244441,27.049013,1788.4614,1785.8854,1784.4219,2.514689,9.37842,55.91614,6.2138767,0.056403242,0.067713745,0.07364628
5566.899898245931,27.822575,1787.9717,1785.3928,1783.9468,2.5173872,8.678545,55.72664,6.16069,0.053781345,0.06791713,0.07965042
5566.999898247421,31.06982,1788.4204,1786.0337,1784.7438,2.5443645,8.193438,55.55193,5.7971845,0.049409047,0.06589138,0.088373184
5567.099898248911,33.037224,1789.3578,1787.1664,1786.0133,2.5702777,8.292826,55.312954,5.5967407,0.047848668,0.06528836,0.09217806
5567.199898250401,34.766357,1790.7538,1788.8208,1787.841,2.5939627,8.204438,55.152306,5.4852543,0.04905563,0.06586274,0.091779776
5567.299898251891,36.123894,1794.8168,1793.572,1793.0306,2.61283,7.9665956,54.898632,5.4144125,0.052329235,0.06578816,0.08523045
5567.399898253381,38.735023,1797.4081,1796.5807,1796.2948,2.608234,7.859054,54.69238,5.4155865,0.05299244,0.064539626,0.07824749
5567.499898254871,39.67526,1800.307,1799.9368,1799.9233,2.6027405,7.727094,54.450054,5.386676,0.051586106,0.06344355,0.071888946
