DEPTH,GR,AT10,AT30,AT90,RHOZ,NPHI,DTCO,PEFZ,CMFF,CMRP_3MS,TCMR
5433.517,25.193445,1950.0,30.419176,14.608173,2.5466197,0.16127542,62.13756,5.814516,0.044798315,0.22620386,0.22706074
5433.6694,24.768394,1950.0,26.50499,14.9530115,2.542602,0.16689223,62.263294,5.467191,0.041970227,0.1787553,0.18041438
5433.8223,24.79038,1950.0,20.972479,17.629896,2.5275612,0.18484466,62.34924,5.3279696,0.050456144,0.13726042,0.14165913
5433.9746,25.329302,1950.0,24.324268,20.079296,2.5188584,0.18594673,63.66907,5.1580415,0.050456144,0.13726042,0.14165913
5434.127,26.407148,1950.0,26.148706,29.4346,2.5097668,0.19147614,63.36949,4.829412,0.06256714,0.11822135,0.123768896
5434.2793,28.534416,1950.0,38.337357,57.558777,2.5094488,0.16511737,63.160076,4.5261054,0.07060454,0.11380956,0.11577455
5434.4316,27.456572,1950.0,59.832253,140.4329,2.4884636,0.1409955,63.445114,4.65842,0.06112375,0.098430686,0.09882533
5434.584,28.893698,1950.0,81.29976,1098.0342,2.4916189,0.12048647,63.41987,5.165655,0.045956615,0.09503838,0.09910422
5434.7363,29.64068,1950.0,53.117214,139.58865,2.4982977,0.12005162,63.145508,5.6627417,0.045956615,0.09503838,0.09910422
5434.8887,28.92212,1950.0,36.284775,76.18026,2.5343437,0.11139316,63.059822,5.742573,0.037669197,0.122898966,0.13074651
5435.041,27.125711,1950.0,23.341759,56.710114,2.5266576,0.10884536,62.104233,5.4113216,0.040951796,0.16490045,0.17743817
5435.194,24.61074,1950.0,26.844044,39.699364,2.5146015,0.100672714,62.244877,5.1411405,0.05441053,0.1827961,0.20041712
5435.346,25.868225,1950.0,31.608307,41.24062,2.4896994,0.10314877,61.16419,5.071928,0.069376364,0.15598892,0.1776165
5435.4985,25.329302,1950.0,40.363388,39.485504,2.4742222,0.102341466,60.66877,5.250362,0.069376364,0.15598892,0.1776165
5435.651,26.94607,1950.0,51.71965,39.25695,2.4741318,0.11910877,59.75519,5.4794283,0.07919535,0.12568738,0.14663906
5435.803,27.125711,1950.0,61.51563,34.005684,2.4797058,0.11919911,59.589172,5.7730117,0.0764432,0.10174587,0.120770775
5435.9556,26.58679,1950.0,62.32405,28.30866,2.4811814,0.13020773,60.584637,6.1657434,0.064221285,0.089756444,0.10549628
5436.108,24.74547,1923.864,49.95433,24.799671,2.4907227,0.1551418,61.997345,6.4689856,0.057200007,0.0886973,0.09754213
5436.2603,25.464033,1521.2997,42.101475,24.26032,2.4993193,0.18474755,62.920372,6.693172,0.057200007,0.0886973,0.09754213
5436.4126,28.697565,887.5485,37.02266,19.881702,2.515661,0.20671974,62.95737,6.7032437,0.06261142,0.10322345,0.107963055
5436.5654,29.397568,395.22885,34.848804,27.98736,2.5383275,0.19437473,62.957638,6.3390255,0.075684205,0.1246953,0.12880339
5436.718,31.402906,176.49377,18.479984,24.087843,2.5501726,0.17903058,62.96562,5.668304,0.083761536,0.13655502,0.1401315
5436.87,35.53464,86.2782,14.737325,12.528828,2.5522692,0.1659904,63.187515,4.97334,0.08173938,0.13049321,0.13611922
5437.0225,43.861588,43.71106,15.720981,10.338905,2.5429554,0.14812692,64.9007,4.661167,0.08173938,0.13049321,0.13611922
5437.175,46.95941,31.587332,13.146357,9.236444,2.544096,0.1352289,65.91219,4.641044,0.07578435,0.11395798,0.12339255
5437.327,45.342648,27.573687,17.32041,12.668807,2.539813,0.11480437,65.86399,4.8217382,0.06947098,0.097802304,0.111046314
5437.4795,40.096355,20.139706,22.32469,18.79549,2.5338726,0.11688564,65.00165,5.046493,0.061070833,0.08384403,0.09699814
5437.632,38.586006,25.525776,27.097399,22.919714,2.5306232,0.115595445,63.735733,5.2045565,0.04831576,0.07097051,0.08280205
5437.7847,39.124928,28.232294,37.59637,41.93908,2.5389926,0.10979595,62.35668,5.1781116,0.04831576,0.07097051,0.08280205
5437.937,41.098007,28.064983,52.037704,79.7585,2.5455115,0.09464896,62.1179,4.9594784,0.038348693,0.06735903,0.07726264
5438.0894,45.589024,35.064587,63.661144,116.50988,2.5264957,0.08585356,61.806313,4.7580566,0.034702234,0.06988796,0.08002232
5438.2417,48.890594,48.60688,114.77023,201.27252,2.4831624,0.07814129,61.697357,4.702341,0.041529104,0.07630256,0.08483318
5438.394,56.47519,36.744656,224.12114,866.5994,2.4287074,0.09635778,62.78971,4.8526387,0.06438973,0.089928895,0.09704921
5438.5464,58.451237,38.917057,326.48492,489.7219,2.3857336,0.12816326,63.336376,5.016522,0.06438973,0.089928895,0.09704921
5438.6987,61.43709,28.817331,72.02479,58.070404,2.3695722,0.17796245,63.312634,5.032463,0.108945206,0.12607326,0.13188109
5438.851,58.56284,20.920393,46.857487,35.298405,2.363884,0.21211985,64.756584,4.9730244,0.15849501,0.17371531,0.17955963
5439.0034,60.616993,25.078356,18.325453,14.953357,2.3648946,0.2207516,66.11067,4.978631,0.19050089,0.21028432,0.22033626
5439.1562,65.646935,20.744675,36.928726,29.054234,2.3660696,0.21752013,68.30471,5.0874534,0.18822776,0.2118098,0.21530762
5439.3086,68.88047,16.775969,63.502045,45.683304,2.3713324,0.20430014,68.84578,5.2513275,0.18822776,0.2118098,0.21530762
5439.461,75.08979,20.514606,77.26179,58.54682,2.3788843,0.17794882,68.79198,5.3932333,0.1757464,0.1967826,0.20276965
5439.6133,73.94048,21.19316,84.75379,79.63097,2.38322,0.14487752,67.31321,5.4973316,0.16604345,0.1840251,0.1945019
5439.7656,73.22192,20.489044,83.76407,118.411194,2.4003701,0.11119875,66.67461,5.4094687,0.16377349,0.18280979,0.19898318
5439.918,68.01233,22.102833,92.263985,136.58633,2.4329627,0.097769916,65.52347,5.0766945,0.14810708,0.17028107,0.18269958
5440.0703,66.75713,22.189745,103.0039,233.70377,2.4668412,0.089029126,64.98778,4.653022,0.14810708,0.17028107,0.18269958
5440.2227,67.531494,21.781847,110.919,113.4451,2.4817562,0.075682245,64.06157,4.366309,0.12025687,0.14247636,0.1441445
5440.375,65.735085,28.279423,57.062664,55.395565,2.4731665,0.068640664,63.9114,4.352782,0.09269866,0.10919496,0.109220944
5440.528,65.26534,29.475645,90.25891,69.14922,2.4841464,0.07201484,63.872078,4.399154,0.0750354,0.08942081,0.089427315
5440.68,64.85026,34.842216,53.45365,32.384747,2.5056064,0.083038256,63.361767,4.3922915,0.0634449,0.084074125,0.08407717
5440.8325,63.69041,25.216803,50.28128,27.551798,2.5281596,0.09819933,62.8144,4.2949495,0.0634449,0.084074125,0.08407717
5440.985,58.840107,22.327757,42.28566,21.562399,2.5193226,0.10346113,61.21134,4.324108,0.05821445,0.083106905,0.08603495
5441.137,58.660465,23.735706,21.392942,18.277985,2.508915,0.10854184,61.240135,4.4570966,0.066815734,0.09146311,0.097161174
5441.2896,62.899597,19.975521,30.81748,22.945358,2.512038,0.10072107,63.00194,4.607013,0.08763439,0.11030349,0.11318456
5441.442,73.85768,18.053762,24.681852,15.47351,2.5267556,0.10413289,62.54207,4.643171,0.1061053,0.12816715,0.12817019
5441.594,83.917564,20.762102,22.487585,17.248508,2.5440629,0.11697677,61.9959,4.5651355,0.1061053,0.12816715,0.12817019
5441.747,88.02392,29.31838,15.726497,13.595665,2.5599601,0.14401864,61.655247,4.420578,0.10685544,0.13070372,0.13073125
