# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2023-04-23
#
# GRDC-No.:              3651806
# River:                 RIO SAO FRANCISCO
# Station:               BOM JESUS DA LAPA
# Country:               BR
# Latitude (DD):       -13.25694
# Longitude (DD):      -43.43917
# Catchment area (km²):      271000.0
# Altitude (m ASL):        420.0
# Next downstream station:      3651807
# Remarks:               
# Owner of original data: Brazil - National Water Agency (ANA)
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1940-01 - 2020-02
# No. of years:          81
# Last update:           2021-03-24
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 29280
# DATA
YYYY-MM-DD;hh:mm; Value
1940-01-01;--:--;   2623.453
1940-01-02;--:--;   2953.344
1940-01-03;--:--;   3118.924
1940-01-04;--:--;   3072.600
1940-01-05;--:--;   2835.818
1940-01-06;--:--;   2623.453
1940-01-07;--:--;   2528.145
1940-01-08;--:--;   2519.544
1940-01-09;--:--;   2434.128
1940-01-10;--:--;   2349.790
1940-01-11;--:--;   2341.416
1940-01-12;--:--;   2400.263
1940-01-13;--:--;   2324.700
1940-01-14;--:--;   2400.263
1940-01-15;--:--;   2519.544
1940-01-16;--:--;   2528.145
1940-01-17;--:--;   2417.174
1940-01-18;--:--;   2333.053
1940-01-19;--:--;   2159.961
1940-01-20;--:--;   1952.475
1940-01-21;--:--;   1782.946
1940-01-22;--:--;   1670.605
1940-01-23;--:--;   1633.753
1940-01-24;--:--;   1843.943
1940-01-25;--:--;   2349.790
1940-01-26;--:--;   3091.099
1940-01-27;--:--;   3344.769
1940-01-28;--:--;   3306.730
1940-01-29;--:--;   3853.510
1940-01-30;--:--;   4231.229
1940-01-31;--:--;   4231.229
1940-02-01;--:--;   4345.988
1940-02-02;--:--;   4451.282
1940-02-03;--:--;   4493.656
1940-02-04;--:--;   4366.973
1940-02-05;--:--;   4210.484
1940-02-06;--:--;   4158.784
1940-02-07;--:--;   4138.170
1940-02-08;--:--;   4076.550
1940-02-09;--:--;   4015.268
1940-02-10;--:--;   4066.313
1940-02-11;--:--;   4210.484
1940-02-12;--:--;   4451.282
1940-02-13;--:--;   4451.282
1940-02-14;--:--;   4461.861
1940-02-15;--:--;   4504.272
1940-02-16;--:--;   4589.531
1940-02-17;--:--;   4504.272
1940-02-18;--:--;   4210.484
1940-02-19;--:--;   3923.981
1940-02-20;--:--;   3704.073
1940-02-21;--:--;   3479.150
1940-02-22;--:--;   3306.730
1940-02-23;--:--;   3278.304
1940-02-24;--:--;   3287.770
1940-02-25;--:--;   3268.849
1940-02-26;--:--;   3354.304
1940-02-27;--:--;   3547.061
1940-02-28;--:--;   3773.542
1940-02-29;--:--;   3954.325
1940-03-01;--:--;   4269.000
1940-03-02;--:--;   4144.000
1940-03-03;--:--;   3945.000
1940-03-04;--:--;   3744.000
1940-03-05;--:--;   3440.000
1940-03-06;--:--;   3360.000
1940-03-07;--:--;   3521.000
1940-03-08;--:--;   3754.000
1940-03-09;--:--;   3850.000
1940-03-10;--:--;   4019.000
1940-03-11;--:--;   4190.000
1940-03-12;--:--;   4349.000
1940-03-13;--:--;   4543.000
1940-03-14;--:--;   4760.000
1940-03-15;--:--;   5113.000
1940-03-16;--:--;   5530.000
1940-03-17;--:--;   5906.000
1940-03-18;--:--;   6110.000
1940-03-19;--:--;   6194.000
1940-03-20;--:--;   6242.000
1940-03-21;--:--;   6278.000
1940-03-22;--:--;   6302.000
1940-03-23;--:--;   6230.000
1940-03-24;--:--;   6038.000
1940-03-25;--:--;   5599.000
1940-03-26;--:--;   5193.000
1940-03-27;--:--;   4714.000
1940-03-28;--:--;   4281.000
1940-03-29;--:--;   4395.000
1940-03-30;--:--;   4623.000
1940-03-31;--:--;   4247.000
1940-04-01;--:--;   2720.039
1940-04-02;--:--;   2519.544
1940-04-03;--:--;   2341.416
1940-04-04;--:--;   2208.919
1940-04-05;--:--;   2103.350
1940-04-06;--:--;   2015.503
1940-04-07;--:--;   1944.648
1940-04-08;--:--;   1851.620
1940-04-09;--:--;   1805.732
1940-04-10;--:--;   1715.222
1940-04-11;--:--;   1663.211
1940-04-12;--:--;   1619.096
1940-04-13;--:--;   1589.927
1940-04-14;--:--;   1582.665
1940-04-15;--:--;   1589.927
1940-04-16;--:--;   1546.537
1940-04-17;--:--;   1496.470
1940-04-18;--:--;   1454.035
1940-04-19;--:--;   1398.151
1940-04-20;--:--;   1370.508
1940-04-21;--:--;   1336.240
1940-04-22;--:--;   1370.508
1940-04-23;--:--;   1454.035
1940-04-24;--:--;   1482.276
1940-04-25;--:--;   1419.014
1940-04-26;--:--;   1329.424
1940-04-27;--:--;   1268.655
1940-04-28;--:--;   1222.111
1940-04-29;--:--;   1176.204
1940-04-30;--:--;   1143.806
1940-05-01;--:--;   1192.000
1940-05-02;--:--;   1186.000
1940-05-03;--:--;   1186.000
1940-05-04;--:--;   1258.000
1940-05-05;--:--;   1317.000
1940-05-06;--:--;   1310.000
1940-05-07;--:--;   1251.000
1940-05-08;--:--;   1225.000
1940-05-09;--:--;   1199.000
1940-05-10;--:--;   1212.000
1940-05-11;--:--;   1199.000
1940-05-12;--:--;   1186.000
1940-05-13;--:--;   1173.000
1940-05-14;--:--;   1133.000
1940-05-15;--:--;   1087.000
1940-05-16;--:--;   1054.000
1940-05-17;--:--;   1028.000
1940-05-18;--:--;    997.000
1940-05-19;--:--;    991.000
1940-05-20;--:--;    980.000
1940-05-21;--:--;    969.000
1940-05-22;--:--;    975.000
1940-05-23;--:--;    986.000
1940-05-24;--:--;   1009.000
1940-05-25;--:--;   1028.000
1940-05-26;--:--;   1022.000
1940-05-27;--:--;   1002.000
1940-05-28;--:--;    975.000
1940-05-29;--:--;    958.000
1940-05-30;--:--;    931.000
1940-05-31;--:--;    910.000
1940-06-01;--:--;    809.874
1940-06-02;--:--;    798.534
1940-06-03;--:--;    781.633
1940-06-04;--:--;    770.439
1940-06-05;--:--;    759.304
1940-06-06;--:--;    748.228
1940-06-07;--:--;    742.712
1940-06-08;--:--;    731.726
1940-06-09;--:--;    726.255
1940-06-10;--:--;    720.799
1940-06-11;--:--;    720.799
1940-06-12;--:--;    709.932
1940-06-13;--:--;    704.521
1940-06-14;--:--;    693.745
1940-06-15;--:--;    683.029
1940-06-16;--:--;    677.694
1940-06-17;--:--;    672.375
1940-06-18;--:--;    667.070
1940-06-19;--:--;    656.507
1940-06-20;--:--;    646.006
1940-06-21;--:--;    646.006
1940-06-22;--:--;    630.370
1940-06-23;--:--;    630.370
1940-06-24;--:--;    625.189
1940-06-25;--:--;    620.023
1940-06-26;--:--;    614.874
1940-06-27;--:--;    609.740
1940-06-28;--:--;    604.621
1940-06-29;--:--;    599.518
1940-06-30;--:--;    594.432
1940-07-01;--:--;    584.305
1940-07-02;--:--;    574.242
1940-07-03;--:--;    569.235
1940-07-04;--:--;    569.235
1940-07-05;--:--;    559.268
1940-07-06;--:--;    554.309
1940-07-07;--:--;    549.365
1940-07-08;--:--;    544.438
1940-07-09;--:--;    539.527
1940-07-10;--:--;    534.633
1940-07-11;--:--;    524.892
1940-07-12;--:--;    524.892
1940-07-13;--:--;    520.046
1940-07-14;--:--;    520.046
1940-07-15;--:--;    515.217
1940-07-16;--:--;    515.217
1940-07-17;--:--;    510.404
1940-07-18;--:--;    505.608
1940-07-19;--:--;    496.064
1940-07-20;--:--;    486.587
1940-07-21;--:--;    491.318
1940-07-22;--:--;    486.587
1940-07-23;--:--;    486.587
1940-07-24;--:--;    481.874
1940-07-25;--:--;    472.497
1940-07-26;--:--;    472.497
1940-07-27;--:--;    463.188
1940-07-28;--:--;    458.559
1940-07-29;--:--;    458.559
1940-07-30;--:--;    453.946
1940-07-31;--:--;    449.351
1940-08-01;--:--;    358.000
1940-08-02;--:--;    354.000
1940-08-03;--:--;    350.000
1940-08-04;--:--;    345.000
1940-08-05;--:--;    341.000
1940-08-06;--:--;    337.000
1940-08-07;--:--;    333.000
1940-08-08;--:--;    324.000
1940-08-09;--:--;    324.000
1940-08-10;--:--;    320.000
1940-08-11;--:--;    316.000
1940-08-12;--:--;    312.000
1940-08-13;--:--;    312.000
1940-08-14;--:--;    308.000
1940-08-15;--:--;    304.000
1940-08-16;--:--;    304.000
1940-08-17;--:--;    300.000
1940-08-18;--:--;    296.000
1940-08-19;--:--;    291.000
1940-08-20;--:--;    291.000
1940-08-21;--:--;    291.000
1940-08-22;--:--;    283.000
1940-08-23;--:--;    283.000
1940-08-24;--:--;    279.000
1940-08-25;--:--;    275.000
1940-08-26;--:--;    275.000
1940-08-27;--:--;   -999.000
1940-08-28;--:--;   -999.000
1940-08-29;--:--;   -999.000
1940-08-30;--:--;   -999.000
1940-08-31;--:--;   -999.000
1940-09-01;--:--;    315.608
1940-09-02;--:--;    311.585
1940-09-03;--:--;    307.580
1940-09-04;--:--;    303.594
1940-09-05;--:--;    303.594
1940-09-06;--:--;    299.627
1940-09-07;--:--;    295.680
1940-09-08;--:--;    291.751
1940-09-09;--:--;    287.841
1940-09-10;--:--;    287.841
1940-09-11;--:--;    283.951
1940-09-12;--:--;    280.080
1940-09-13;--:--;    280.080
1940-09-14;--:--;    287.841
1940-09-15;--:--;    280.080
1940-09-16;--:--;    280.080
1940-09-17;--:--;    276.229
1940-09-18;--:--;    276.229
1940-09-19;--:--;    276.229
1940-09-20;--:--;    276.229
1940-09-21;--:--;    280.080
1940-09-22;--:--;    280.080
1940-09-23;--:--;    276.229
1940-09-24;--:--;    272.397
1940-09-25;--:--;    280.080
1940-09-26;--:--;    283.951
1940-09-27;--:--;    287.841
1940-09-28;--:--;    299.627
1940-09-29;--:--;    307.580
1940-09-30;--:--;    344.295
1940-10-01;--:--;   -999.000
1940-10-02;--:--;    275.000
1940-10-03;--:--;    341.000
1940-10-04;--:--;    400.000
1940-10-05;--:--;    409.000
1940-10-06;--:--;    400.000
1940-10-07;--:--;    383.000
1940-10-08;--:--;    366.000
1940-10-09;--:--;    345.000
1940-10-10;--:--;    324.000
1940-10-11;--:--;    291.000
1940-10-12;--:--;   -999.000
1940-10-13;--:--;   -999.000
1940-10-14;--:--;   -999.000
1940-10-15;--:--;   -999.000
1940-10-16;--:--;   -999.000
1940-10-17;--:--;   -999.000
1940-10-18;--:--;   -999.000
1940-10-19;--:--;   -999.000
1940-10-20;--:--;   -999.000
1940-10-21;--:--;   -999.000
1940-10-22;--:--;   -999.000
1940-10-23;--:--;   -999.000
1940-10-24;--:--;    308.000
1940-10-25;--:--;    316.000
1940-10-26;--:--;    308.000
1940-10-27;--:--;    287.000
1940-10-28;--:--;   -999.000
1940-10-29;--:--;   -999.000
1940-10-30;--:--;    275.000
1940-10-31;--:--;    324.000
1940-11-01;--:--;    375.000
1940-11-02;--:--;    555.000
1940-11-03;--:--;    734.000
1940-11-04;--:--;    999.000
1940-11-05;--:--;   1230.000
1940-11-06;--:--;   1503.000
1940-11-07;--:--;   1510.000
1940-11-08;--:--;   1323.000
1940-11-09;--:--;   1188.000
1940-11-10;--:--;   1090.000
1940-11-11;--:--;   1051.000
1940-11-12;--:--;   1038.000
1940-11-13;--:--;   1038.000
1940-11-14;--:--;   1064.000
1940-11-15;--:--;   1216.000
1940-11-16;--:--;   1712.000
1940-11-17;--:--;   1849.000
1940-11-18;--:--;   2074.000
1940-11-19;--:--;   2590.000
1940-11-20;--:--;   3210.000
1940-11-21;--:--;   3620.000
1940-11-22;--:--;   4080.000
1940-11-23;--:--;   4392.000
1940-11-24;--:--;   4524.000
1940-11-25;--:--;   4512.000
1940-11-26;--:--;   4464.000
1940-11-27;--:--;   4248.000
1940-11-28;--:--;   3960.000
1940-11-29;--:--;   3719.000
1940-11-30;--:--;   3576.000
1940-12-01;--:--;   3565.000
1940-12-02;--:--;   3532.000
1940-12-03;--:--;   3730.000
1940-12-04;--:--;   3876.000
1940-12-05;--:--;   3888.000
1940-12-06;--:--;   3818.000
1940-12-07;--:--;   3664.000
1940-12-08;--:--;   3532.000
1940-12-09;--:--;   3030.000
1940-12-10;--:--;   2570.000
1940-12-11;--:--;   2236.000
1940-12-12;--:--;   1885.000
1940-12-13;--:--;   1585.000
1940-12-14;--:--;   1272.000
1940-12-15;--:--;   1188.000
1940-12-16;--:--;   1097.000
1940-12-17;--:--;   1077.000
1940-12-18;--:--;   1058.000
1940-12-19;--:--;   1051.000
1940-12-20;--:--;   1038.000
1940-12-21;--:--;   1038.000
1940-12-22;--:--;   1025.000
1940-12-23;--:--;   1077.000
1940-12-24;--:--;   1258.000
1940-12-25;--:--;   2164.000
1940-12-26;--:--;   3190.000
1940-12-27;--:--;   3510.000
1940-12-28;--:--;   4224.000
1940-12-29;--:--;   4536.000
1940-12-30;--:--;   4758.000
1940-12-31;--:--;   4914.000
1941-01-01;--:--;   5018.000
1941-01-02;--:--;   5018.000
1941-01-03;--:--;   5005.000
1941-01-04;--:--;   4862.000
1941-01-05;--:--;   4732.000
1941-01-06;--:--;   4548.000
1941-01-07;--:--;   4392.000
1941-01-08;--:--;   4368.000
1941-01-09;--:--;   4380.000
1941-01-10;--:--;   4356.000
1941-01-11;--:--;   4560.000
1941-01-12;--:--;   4056.000
1941-01-13;--:--;   3774.000
1941-01-14;--:--;   3455.000
1941-01-15;--:--;   3190.000
1941-01-16;--:--;   3050.000
1941-01-17;--:--;   3240.000
1941-01-18;--:--;   3752.000
1941-01-19;--:--;   3876.000
1941-01-20;--:--;   4032.000
1941-01-21;--:--;   4140.000
1941-01-22;--:--;   4332.000
1941-01-23;--:--;   4512.000
1941-01-24;--:--;   4632.000
1941-01-25;--:--;   4656.000
1941-01-26;--:--;   4668.000
1941-01-27;--:--;   4632.000
1941-01-28;--:--;   4560.000
1941-01-29;--:--;   4500.000
1941-01-30;--:--;   4416.000
1941-01-31;--:--;   4368.000
1941-02-01;--:--;   4296.000
1941-02-02;--:--;   4308.000
1941-02-03;--:--;   4368.000
1941-02-04;--:--;   4248.000
1941-02-05;--:--;   4044.000
1941-02-06;--:--;   3697.000
1941-02-07;--:--;   3422.000
1941-02-08;--:--;   3010.000
1941-02-09;--:--;   2740.000
1941-02-10;--:--;   2510.000
1941-02-11;--:--;   2310.000
1941-02-12;--:--;   2164.000
1941-02-13;--:--;   2038.000
1941-02-14;--:--;   1912.000
1941-02-15;--:--;   1808.000
1941-02-16;--:--;   1728.000
1941-02-17;--:--;   1656.000
1941-02-18;--:--;   1570.000
1941-02-19;--:--;   1510.000
1941-02-20;--:--;   1375.000
1941-02-21;--:--;   1230.000
1941-02-22;--:--;   1188.000
1941-02-23;--:--;   1153.000
1941-02-24;--:--;   1153.000
1941-02-25;--:--;   1153.000
1941-02-26;--:--;   1223.000
1941-02-27;--:--;   1413.000
1941-02-28;--:--;   1632.000
1941-03-01;--:--;   1975.000
1941-03-02;--:--;   2360.000
1941-03-03;--:--;   2820.000
1941-03-04;--:--;   3554.000
1941-03-05;--:--;   4116.000
1941-03-06;--:--;   4344.000
1941-03-07;--:--;   4416.000
1941-03-08;--:--;   4344.000
1941-03-09;--:--;   4140.000
1941-03-10;--:--;   3774.000
1941-03-11;--:--;   3433.000
1941-03-12;--:--;   2810.000
1941-03-13;--:--;   2550.000
1941-03-14;--:--;   2370.000
1941-03-15;--:--;   2218.000
1941-03-16;--:--;   2200.000
1941-03-17;--:--;   2350.000
1941-03-18;--:--;   2550.000
1941-03-19;--:--;   2630.000
1941-03-20;--:--;   2650.000
1941-03-21;--:--;   2610.000
1941-03-22;--:--;   2590.000
1941-03-23;--:--;   2690.000
1941-03-24;--:--;   2830.000
1941-03-25;--:--;   2860.000
1941-03-26;--:--;   2760.000
1941-03-27;--:--;   2540.000
1941-03-28;--:--;   2272.000
1941-03-29;--:--;   2092.000
1941-03-30;--:--;   2020.000
1941-03-31;--:--;   2146.000
1941-04-01;--:--;   2370.000
1941-04-02;--:--;   2600.000
1941-04-03;--:--;   2760.000
1941-04-04;--:--;   2870.000
1941-04-05;--:--;   2970.000
1941-04-06;--:--;   3190.000
1941-04-07;--:--;   3796.000
1941-04-08;--:--;   4284.000
1941-04-09;--:--;   4560.000
1941-04-10;--:--;   4732.000
1941-04-11;--:--;   4823.000
1941-04-12;--:--;   4836.000
1941-04-13;--:--;   4888.000
1941-04-14;--:--;   4966.000
1941-04-15;--:--;   5005.000
1941-04-16;--:--;   4992.000
1941-04-17;--:--;   4862.000
1941-04-18;--:--;   4732.000
1941-04-19;--:--;   4464.000
1941-04-20;--:--;   4176.000
1941-04-21;--:--;   3730.000
1941-04-22;--:--;   3477.000
1941-04-23;--:--;   2860.000
1941-04-24;--:--;   2530.000
1941-04-25;--:--;   2290.000
1941-04-26;--:--;   2128.000
1941-04-27;--:--;   2020.000
1941-04-28;--:--;   1858.000
1941-04-29;--:--;   1776.000
1941-04-30;--:--;   1696.000
1941-05-01;--:--;   1632.000
1941-05-02;--:--;   1570.000
1941-05-03;--:--;   1510.000
1941-05-04;--:--;   1465.000
1941-05-05;--:--;   1420.000
1941-05-06;--:--;   1390.000
1941-05-07;--:--;   1353.000
1941-05-08;--:--;   1315.000
1941-05-09;--:--;   1279.000
1941-05-10;--:--;   1258.000
1941-05-11;--:--;   1223.000
1941-05-12;--:--;   1195.000
1941-05-13;--:--;   1160.000
1941-05-14;--:--;   1132.000
1941-05-15;--:--;   1104.000
1941-05-16;--:--;   1084.000
1941-05-17;--:--;   1064.000
1941-05-18;--:--;   1051.000
1941-05-19;--:--;   1031.000
1941-05-20;--:--;   1012.000
1941-05-21;--:--;    999.000
1941-05-22;--:--;    979.000
1941-05-23;--:--;    960.000
1941-05-24;--:--;    947.000
1941-05-25;--:--;    934.000
1941-05-26;--:--;    921.000
1941-05-27;--:--;    908.000
1941-05-28;--:--;    895.000
1941-05-29;--:--;    889.000
1941-05-30;--:--;    882.000
1941-05-31;--:--;    870.000
1941-06-01;--:--;    857.000
1941-06-02;--:--;    845.000
1941-06-03;--:--;    838.000
1941-06-04;--:--;    826.000
1941-06-05;--:--;    820.000
1941-06-06;--:--;    807.000
1941-06-07;--:--;    807.000
1941-06-08;--:--;    807.000
1941-06-09;--:--;    807.000
1941-06-10;--:--;    807.000
1941-06-11;--:--;    807.000
1941-06-12;--:--;    807.000
1941-06-13;--:--;    795.000
1941-06-14;--:--;    782.000
1941-06-15;--:--;    770.000
1941-06-16;--:--;    758.000
1941-06-17;--:--;    746.000
1941-06-18;--:--;    734.000
1941-06-19;--:--;    722.000
1941-06-20;--:--;    722.000
1941-06-21;--:--;    710.000
1941-06-22;--:--;    710.000
1941-06-23;--:--;    704.000
1941-06-24;--:--;    699.000
1941-06-25;--:--;    699.000
1941-06-26;--:--;    693.000
1941-06-27;--:--;    693.000
1941-06-28;--:--;    688.000
1941-06-29;--:--;    688.000
1941-06-30;--:--;    682.000
1941-07-01;--:--;    676.000
1941-07-02;--:--;    676.000
1941-07-03;--:--;    671.000
1941-07-04;--:--;    665.000
1941-07-05;--:--;    654.000
1941-07-06;--:--;    643.000
1941-07-07;--:--;    632.000
1941-07-08;--:--;    632.000
1941-07-09;--:--;    632.000
1941-07-10;--:--;    637.000
1941-07-11;--:--;    643.000
1941-07-12;--:--;    654.000
1941-07-13;--:--;    654.000
1941-07-14;--:--;    654.000
1941-07-15;--:--;    654.000
1941-07-16;--:--;    654.000
1941-07-17;--:--;    654.000
1941-07-18;--:--;    654.000
1941-07-19;--:--;    654.000
1941-07-20;--:--;    654.000
1941-07-21;--:--;    654.000
1941-07-22;--:--;    654.000
1941-07-23;--:--;    654.000
1941-07-24;--:--;    654.000
1941-07-25;--:--;    654.000
1941-07-26;--:--;    654.000
1941-07-27;--:--;    654.000
1941-07-28;--:--;    654.000
1941-07-29;--:--;    654.000
1941-07-30;--:--;    654.000
1941-07-31;--:--;    654.000
1941-08-01;--:--;    643.000
1941-08-02;--:--;    632.000
1941-08-03;--:--;    620.000
1941-08-04;--:--;    609.000
1941-08-05;--:--;    598.000
1941-08-06;--:--;    587.000
1941-08-07;--:--;    576.000
1941-08-08;--:--;    566.000
1941-08-09;--:--;    555.000
1941-08-10;--:--;    544.000
1941-08-11;--:--;    534.000
1941-08-12;--:--;    523.000
1941-08-13;--:--;    513.000
1941-08-14;--:--;    502.000
1941-08-15;--:--;    492.000
1941-08-16;--:--;    482.000
1941-08-17;--:--;    473.000
1941-08-18;--:--;    463.000
1941-08-19;--:--;    454.000
1941-08-20;--:--;    454.000
1941-08-21;--:--;    449.000
1941-08-22;--:--;    444.000
1941-08-23;--:--;    440.000
1941-08-24;--:--;    435.000
1941-08-25;--:--;    426.000
1941-08-26;--:--;    422.000
1941-08-27;--:--;    418.000
1941-08-28;--:--;    413.000
1941-08-29;--:--;    409.000
1941-08-30;--:--;    404.000
1941-08-31;--:--;    400.000
1941-09-01;--:--;    396.000
1941-09-02;--:--;    392.000
1941-09-03;--:--;    387.000
1941-09-04;--:--;    387.000
1941-09-05;--:--;    387.000
1941-09-06;--:--;    383.000
1941-09-07;--:--;    379.000
1941-09-08;--:--;    371.000
1941-09-09;--:--;    371.000
1941-09-10;--:--;    371.000
1941-09-11;--:--;    366.000
1941-09-12;--:--;    366.000
1941-09-13;--:--;    371.000
1941-09-14;--:--;    379.000
1941-09-15;--:--;    409.000
1941-09-16;--:--;    418.000
1941-09-17;--:--;    431.000
1941-09-18;--:--;    440.000
1941-09-19;--:--;    440.000
1941-09-20;--:--;    426.000
1941-09-21;--:--;    418.000
1941-09-22;--:--;    422.000
1941-09-23;--:--;    431.000
1941-09-24;--:--;    435.000
1941-09-25;--:--;    431.000
1941-09-26;--:--;    431.000
1941-09-27;--:--;    426.000
1941-09-28;--:--;    422.000
1941-09-29;--:--;    404.000
1941-09-30;--:--;    392.000
1941-10-01;--:--;    383.000
1941-10-02;--:--;    375.000
1941-10-03;--:--;    379.000
1941-10-04;--:--;    396.000
1941-10-05;--:--;    435.000
1941-10-06;--:--;    497.000
1941-10-07;--:--;    528.000
1941-10-08;--:--;    513.000
1941-10-09;--:--;    478.000
1941-10-10;--:--;    449.000
1941-10-11;--:--;    426.000
1941-10-12;--:--;    418.000
1941-10-13;--:--;    426.000
1941-10-14;--:--;    426.000
1941-10-15;--:--;    435.000
1941-10-16;--:--;    449.000
1941-10-17;--:--;    482.000
1941-10-18;--:--;    534.000
1941-10-19;--:--;    593.000
1941-10-20;--:--;    609.000
1941-10-21;--:--;    637.000
1941-10-22;--:--;    795.000
1941-10-23;--:--;   1084.000
1941-10-24;--:--;   1181.000
1941-10-25;--:--;   1111.000
1941-10-26;--:--;   1044.000
1941-10-27;--:--;    967.000
1941-10-28;--:--;    876.000
1941-10-29;--:--;    807.000
1941-10-30;--:--;    758.000
1941-10-31;--:--;    648.000
1941-11-01;--:--;    694.000
1941-11-02;--:--;    648.000
1941-11-03;--:--;    608.000
1941-11-04;--:--;    597.000
1941-11-05;--:--;    587.000
1941-11-06;--:--;    577.000
1941-11-07;--:--;    597.000
1941-11-08;--:--;    638.000
1941-11-09;--:--;    741.000
1941-11-10;--:--;    866.000
1941-11-11;--:--;   1087.000
1941-11-12;--:--;   1344.000
1941-11-13;--:--;   1537.000
1941-11-14;--:--;   1640.000
1941-11-15;--:--;   1683.000
1941-11-16;--:--;   1654.000
1941-11-17;--:--;   1537.000
1941-11-18;--:--;   1413.000
1941-11-19;--:--;   1212.000
1941-11-20;--:--;   1022.000
1941-11-21;--:--;    953.000
1941-11-22;--:--;    920.000
1941-11-23;--:--;    997.000
1941-11-24;--:--;   1153.000
1941-11-25;--:--;   1140.000
1941-11-26;--:--;   1002.000
1941-11-27;--:--;    920.000
1941-11-28;--:--;    855.000
1941-11-29;--:--;    801.000
1941-11-30;--:--;    790.000
1941-12-01;--:--;    742.712
1941-12-02;--:--;    770.439
1941-12-03;--:--;    821.272
1941-12-04;--:--;    944.411
1941-12-05;--:--;   1086.327
1941-12-06;--:--;   1439.989
1941-12-07;--:--;   2200.732
1941-12-08;--:--;   2835.818
1941-12-09;--:--;   3586.082
1941-12-10;--:--;   3813.450
1941-12-11;--:--;   3576.312
1941-12-12;--:--;   3268.849
1941-12-13;--:--;   2871.794
1941-12-14;--:--;   2588.647
1941-12-15;--:--;   2241.780
1941-12-16;--:--;   2031.373
1941-12-17;--:--;   1905.685
1941-12-18;--:--;   1782.946
1941-12-19;--:--;   1678.012
1941-12-20;--:--;   1641.100
1941-12-21;--:--;   1611.786
1941-12-22;--:--;   1648.458
1941-12-23;--:--;   1641.100
1941-12-24;--:--;   1820.982
1941-12-25;--:--;   2728.883
1941-12-26;--:--;   3231.128
1941-12-27;--:--;   3156.165
1941-12-28;--:--;   3174.845
1941-12-29;--:--;   3421.323
1941-12-30;--:--;   3984.754
1941-12-31;--:--;   4107.318
1942-01-01;--:--;   3422.000
1942-01-02;--:--;   3576.000
1942-01-03;--:--;   3510.000
1942-01-04;--:--;   3510.000
1942-01-05;--:--;   3532.000
1942-01-06;--:--;   3576.000
1942-01-07;--:--;   3708.000
1942-01-08;--:--;   3840.000
1942-01-09;--:--;   4056.000
1942-01-10;--:--;   4104.000
1942-01-11;--:--;   4332.000
1942-01-12;--:--;   -999.000
1942-01-13;--:--;   -999.000
1942-01-14;--:--;   -999.000
1942-01-15;--:--;   -999.000
1942-01-16;--:--;   -999.000
1942-01-17;--:--;   -999.000
1942-01-18;--:--;   -999.000
1942-01-19;--:--;   -999.000
1942-01-20;--:--;   -999.000
1942-01-21;--:--;   -999.000
1942-01-22;--:--;   -999.000
1942-01-23;--:--;   -999.000
1942-01-24;--:--;   -999.000
1942-01-25;--:--;   -999.000
1942-01-26;--:--;   -999.000
1942-01-27;--:--;   -999.000
1942-01-28;--:--;   -999.000
1942-01-29;--:--;   -999.000
1942-01-30;--:--;   -999.000
1942-01-31;--:--;   -999.000
1942-02-01;--:--;   3873.597
1942-02-02;--:--;   3479.150
1942-02-03;--:--;   3026.529
1942-02-04;--:--;   2693.571
1942-02-05;--:--;   2417.174
1942-02-06;--:--;   2225.327
1942-02-07;--:--;   2095.308
1942-02-08;--:--;   1968.164
1942-02-09;--:--;   1882.445
1942-02-10;--:--;   1798.125
1942-02-11;--:--;   1722.699
1942-02-12;--:--;   1655.829
1942-02-13;--:--;   1633.753
1942-02-14;--:--;   1767.814
1942-02-15;--:--;   2015.503
1942-02-16;--:--;   2225.327
1942-02-17;--:--;   2341.416
1942-02-18;--:--;   2459.640
1942-02-19;--:--;   2755.476
1942-02-20;--:--;   3063.365
1942-02-21;--:--;   3297.245
1942-02-22;--:--;   3694.188
1942-02-23;--:--;   4200.125
1942-02-24;--:--;   4686.141
1942-02-25;--:--;   4936.346
1942-02-26;--:--;   5024.481
1942-02-27;--:--;   5013.433
1942-02-28;--:--;   4925.370
1942-03-01;--:--;   4750.955
1942-03-02;--:--;   4578.842
1942-03-03;--:--;   4483.048
1942-03-04;--:--;   4451.282
1942-03-05;--:--;   4632.378
1942-03-06;--:--;   4783.483
1942-03-07;--:--;   4925.370
1942-03-08;--:--;   5013.433
1942-03-09;--:--;   5002.394
1942-03-10;--:--;   4969.330
1942-03-11;--:--;   5024.481
1942-03-12;--:--;   5124.310
1942-03-13;--:--;   5191.259
1942-03-14;--:--;   5224.852
1942-03-15;--:--;   5236.067
1942-03-16;--:--;   5202.448
1942-03-17;--:--;   5124.310
1942-03-18;--:--;   4936.346
1942-03-19;--:--;   4707.709
1942-03-20;--:--;   4419.597
1942-03-21;--:--;   4086.797
1942-03-22;--:--;   3674.445
1942-03-23;--:--;   3344.769
1942-03-24;--:--;   3063.365
1942-03-25;--:--;   2953.344
1942-03-26;--:--;   2684.770
