# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2023-04-23
#
# GRDC-No.:              3651806
# River:                 RIO SAO FRANCISCO
# Station:               BOM JESUS DA LAPA
# Country:               BR
# Latitude (DD):       -13.25694
# Longitude (DD):      -43.43917
# Catchment area (km²):      271000.0
# Altitude (m ASL):        420.0
# Next downstream station:      3651807
# Remarks:               
# Owner of original data: Brazil - National Water Agency (ANA)
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1940-01 - 2020-02
# No. of years:          81
# Last update:           2021-03-24
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 29280
# DATA
YYYY-MM-DD;hh:mm; Value
2004-01-19;--:--;   3550.652
2004-01-20;--:--;   3550.652
2004-01-21;--:--;   3664.725
2004-01-22;--:--;   3768.566
2004-01-23;--:--;   3803.426
2004-01-24;--:--;   3722.278
2004-01-25;--:--;   3550.652
2004-01-26;--:--;   3293.555
2004-01-27;--:--;   3043.912
2004-01-28;--:--;   2958.852
2004-01-29;--:--;   3001.267
2004-01-30;--:--;   3184.090
2004-01-31;--:--;   3194.973
2004-02-01;--:--;   3249.599
2004-02-02;--:--;   3194.973
2004-02-03;--:--;   3249.599
2004-02-04;--:--;   3282.545
2004-02-05;--:--;   3216.781
2004-02-06;--:--;   3129.890
2004-02-07;--:--;   3065.320
2004-02-08;--:--;   3076.046
2004-02-09;--:--;   3086.786
2004-02-10;--:--;   3086.786
2004-02-11;--:--;   3054.609
2004-02-12;--:--;   3022.560
2004-02-13;--:--;   3140.701
2004-02-14;--:--;   3618.931
2004-02-15;--:--;   4219.112
2004-02-16;--:--;   4676.253
2004-02-17;--:--;   5021.077
2004-02-18;--:--;   5203.546
2004-02-19;--:--;   5295.712
2004-02-20;--:--;   5361.923
2004-02-21;--:--;   5401.801
2004-02-22;--:--;   5401.801
2004-02-23;--:--;   5428.449
2004-02-24;--:--;   5468.514
2004-02-25;--:--;   5508.692
2004-02-26;--:--;   5535.540
2004-02-27;--:--;   5562.437
2004-02-28;--:--;   5616.382
2004-02-29;--:--;   5643.429
2004-03-01;--:--;   5738.483
2004-03-02;--:--;   5697.671
2004-03-03;--:--;   5738.483
2004-03-04;--:--;   5765.753
2004-03-05;--:--;   5779.407
2004-03-06;--:--;   5765.753
2004-03-07;--:--;   5738.483
2004-03-08;--:--;   5670.525
2004-03-09;--:--;   5629.899
2004-03-10;--:--;   5575.905
2004-03-11;--:--;   5562.437
2004-03-12;--:--;   5508.692
2004-03-13;--:--;   5401.801
2004-03-14;--:--;   5229.816
2004-03-15;--:--;   5008.139
2004-03-16;--:--;   4777.444
2004-03-17;--:--;   4526.024
2004-03-18;--:--;   4292.019
2004-03-19;--:--;   4062.793
2004-03-20;--:--;   3967.721
2004-03-21;--:--;   3991.408
2004-03-22;--:--;   4027.040
2004-03-23;--:--;   4182.838
2004-03-24;--:--;   4476.366
2004-03-25;--:--;   4764.750
2004-03-26;--:--;   4956.515
2004-03-27;--:--;   5008.139
2004-03-28;--:--;   4995.214
2004-03-29;--:--;   4905.095
2004-03-30;--:--;   4777.444
2004-03-31;--:--;   4651.085
2004-04-01;--:--;   4526.024
2004-04-02;--:--;   4526.024
2004-04-03;--:--;   4439.260
2004-04-04;--:--;   4316.427
2004-04-05;--:--;   4146.685
2004-04-06;--:--;   3979.558
2004-04-07;--:--;   3850.096
2004-04-08;--:--;   3756.974
2004-04-09;--:--;   3664.725
2004-04-10;--:--;   3630.359
2004-04-11;--:--;   3687.705
2004-04-12;--:--;   3803.426
2004-04-13;--:--;   3920.509
2004-04-14;--:--;   4098.666
2004-04-15;--:--;   4353.138
2004-04-16;--:--;   4575.892
2004-04-17;--:--;   4726.745
2004-04-18;--:--;   4802.872
2004-04-19;--:--;   4815.604
2004-04-20;--:--;   4752.069
2004-04-21;--:--;   4638.520
2004-04-22;--:--;   4513.590
2004-04-23;--:--;   4377.679
2004-04-24;--:--;   4243.362
2004-04-25;--:--;   4038.944
2004-04-26;--:--;   3780.173
2004-04-27;--:--;   3505.410
2004-04-28;--:--;   3194.973
2004-04-29;--:--;   2895.664
2004-04-30;--:--;   2688.828
2004-05-01;--:--;   2409.214
2004-05-02;--:--;   2409.214
2004-05-03;--:--;   2360.525
2004-05-04;--:--;   2350.833
2004-05-05;--:--;   2331.495
2004-05-06;--:--;   2293.001
2004-05-07;--:--;   2264.292
2004-05-08;--:--;   2226.229
2004-05-09;--:--;   2141.493
2004-05-10;--:--;   2021.328
2004-05-11;--:--;   1921.736
2004-05-12;--:--;   1859.365
2004-05-13;--:--;   1859.365
2004-05-14;--:--;   1771.635
2004-05-15;--:--;   1736.999
2004-05-16;--:--;   1711.193
2004-05-17;--:--;   1719.779
2004-05-18;--:--;   1719.779
2004-05-19;--:--;   1694.072
2004-05-20;--:--;   1651.557
2004-05-21;--:--;   1617.844
2004-05-22;--:--;   1584.396
2004-05-23;--:--;   1584.396
2004-05-24;--:--;   1626.247
2004-05-25;--:--;   1685.536
2004-05-26;--:--;   1694.072
2004-05-27;--:--;   1685.536
2004-05-28;--:--;   1626.247
2004-05-29;--:--;   1559.487
2004-05-30;--:--;   1518.307
2004-05-31;--:--;   1485.667
2004-06-01;--:--;   1405.260
2004-06-02;--:--;   1405.260
2004-06-03;--:--;   1373.579
2004-06-04;--:--;   1349.999
2004-06-05;--:--;   1318.803
2004-06-06;--:--;   1318.803
2004-06-07;--:--;   1318.803
2004-06-08;--:--;   1318.803
2004-06-09;--:--;   1318.803
2004-06-10;--:--;   1318.803
2004-06-11;--:--;   1311.047
2004-06-12;--:--;   1303.309
2004-06-13;--:--;   1303.309
2004-06-14;--:--;   1303.309
2004-06-15;--:--;   1287.886
2004-06-16;--:--;   1272.533
2004-06-17;--:--;   1264.883
2004-06-18;--:--;   1257.251
2004-06-19;--:--;   1242.039
2004-06-20;--:--;   1226.898
2004-06-21;--:--;   1226.898
2004-06-22;--:--;   1249.636
2004-06-23;--:--;   1272.533
2004-06-24;--:--;   1280.201
2004-06-25;--:--;   1280.201
2004-06-26;--:--;   1280.201
2004-06-27;--:--;   1280.201
2004-06-28;--:--;   1264.883
2004-06-29;--:--;   1219.355
2004-06-30;--:--;   1204.321
2004-07-01;--:--;   1226.898
2004-07-02;--:--;   1226.898
2004-07-03;--:--;   1226.898
2004-07-04;--:--;   1219.355
2004-07-05;--:--;   1219.355
2004-07-06;--:--;   1211.829
2004-07-07;--:--;   1204.321
2004-07-08;--:--;   1196.830
2004-07-09;--:--;   1189.358
2004-07-10;--:--;   1181.903
2004-07-11;--:--;   1174.467
2004-07-12;--:--;   1174.467
2004-07-13;--:--;   1167.048
2004-07-14;--:--;   1152.265
2004-07-15;--:--;   1144.900
2004-07-16;--:--;   1144.900
2004-07-17;--:--;   1167.048
2004-07-18;--:--;   1204.321
2004-07-19;--:--;   1219.355
2004-07-20;--:--;   1219.355
2004-07-21;--:--;   1211.829
2004-07-22;--:--;   1196.830
2004-07-23;--:--;   1181.903
2004-07-24;--:--;   1152.265
2004-07-25;--:--;   1137.554
2004-07-26;--:--;   1130.225
2004-07-27;--:--;   1122.915
2004-07-28;--:--;   1122.915
2004-07-29;--:--;   1152.265
2004-07-30;--:--;   1204.321
2004-07-31;--:--;   1242.039
2004-08-01;--:--;   1257.251
2004-08-02;--:--;   1257.251
2004-08-03;--:--;   1242.039
2004-08-04;--:--;   1226.898
2004-08-05;--:--;   1219.355
2004-08-06;--:--;   1211.829
2004-08-07;--:--;   1234.460
2004-08-08;--:--;   1226.898
2004-08-09;--:--;   1219.355
2004-08-10;--:--;   1211.829
2004-08-11;--:--;   1204.321
2004-08-12;--:--;   1196.830
2004-08-13;--:--;   1189.358
2004-08-14;--:--;   1181.903
2004-08-15;--:--;   1167.048
2004-08-16;--:--;   1181.903
2004-08-17;--:--;   1196.830
2004-08-18;--:--;   1189.358
2004-08-19;--:--;   1181.903
2004-08-20;--:--;   1167.048
2004-08-21;--:--;   1152.265
2004-08-22;--:--;   1144.900
2004-08-23;--:--;   1144.900
2004-08-24;--:--;   1152.265
2004-08-25;--:--;   1152.265
2004-08-26;--:--;   1144.900
2004-08-27;--:--;   1137.554
2004-08-28;--:--;   1137.554
2004-08-29;--:--;   1137.554
2004-08-30;--:--;   1130.225
2004-08-31;--:--;   1130.225
2004-09-01;--:--;   1122.915
2004-09-02;--:--;   1122.915
2004-09-03;--:--;   1108.349
2004-09-04;--:--;   1108.349
2004-09-05;--:--;   1108.349
2004-09-06;--:--;   1101.093
2004-09-07;--:--;   1093.856
2004-09-08;--:--;   1086.637
2004-09-09;--:--;   1086.637
2004-09-10;--:--;   1086.637
2004-09-11;--:--;   1079.436
2004-09-12;--:--;   1072.253
2004-09-13;--:--;   1072.253
2004-09-14;--:--;   1065.089
2004-09-15;--:--;   1065.089
2004-09-16;--:--;   1065.089
2004-09-17;--:--;   1065.089
2004-09-18;--:--;   1065.089
2004-09-19;--:--;   1079.436
2004-09-20;--:--;   1093.856
2004-09-21;--:--;   1093.856
2004-09-22;--:--;   1086.637
2004-09-23;--:--;   1086.637
2004-09-24;--:--;   1086.637
2004-09-25;--:--;   1079.436
2004-09-26;--:--;   1072.253
2004-09-27;--:--;   1065.089
2004-09-28;--:--;   1057.943
2004-09-29;--:--;   1050.815
2004-09-30;--:--;   1043.706
2004-10-01;--:--;   1029.544
2004-10-02;--:--;   1029.544
2004-10-03;--:--;   1029.544
2004-10-04;--:--;   1029.544
2004-10-05;--:--;   1029.544
2004-10-06;--:--;   1022.490
2004-10-07;--:--;   1029.544
2004-10-08;--:--;   1029.544
2004-10-09;--:--;   1036.616
2004-10-10;--:--;   1029.544
2004-10-11;--:--;   1015.455
2004-10-12;--:--;   1015.455
2004-10-13;--:--;   1029.544
2004-10-14;--:--;   1036.616
2004-10-15;--:--;   1043.706
2004-10-16;--:--;   1043.706
2004-10-17;--:--;   1057.943
2004-10-18;--:--;   1072.253
2004-10-19;--:--;   1086.637
2004-10-20;--:--;   1086.637
2004-10-21;--:--;   1086.637
2004-10-22;--:--;   1065.089
2004-10-23;--:--;   1050.815
2004-10-24;--:--;   1036.616
2004-10-25;--:--;   1029.544
2004-10-26;--:--;   1015.455
2004-10-27;--:--;   1008.439
2004-10-28;--:--;   1015.455
2004-10-29;--:--;   1057.943
2004-10-30;--:--;   1152.265
2004-10-31;--:--;   1174.467
2004-11-01;--:--;   1189.358
2004-11-02;--:--;   1189.358
2004-11-03;--:--;   1204.321
2004-11-04;--:--;   1249.636
2004-11-05;--:--;   1287.886
2004-11-06;--:--;   1287.886
2004-11-07;--:--;   1249.636
2004-11-08;--:--;   1189.358
2004-11-09;--:--;   1122.915
2004-11-10;--:--;   1057.943
2004-11-11;--:--;    987.501
2004-11-12;--:--;    932.493
2004-11-13;--:--;    912.177
2004-11-14;--:--;    898.729
2004-11-15;--:--;    892.033
2004-11-16;--:--;    898.729
2004-11-17;--:--;    912.177
2004-11-18;--:--;    966.732
2004-11-19;--:--;   1072.253
2004-11-20;--:--;   1108.349
2004-11-21;--:--;   1079.436
2004-11-22;--:--;   1022.490
2004-11-23;--:--;   1029.544
2004-11-24;--:--;   1050.815
2004-11-25;--:--;   1093.856
2004-11-26;--:--;   1181.903
2004-11-27;--:--;   1295.589
2004-11-28;--:--;   1349.999
2004-11-29;--:--;   1342.174
2004-11-30;--:--;   1287.886
2004-12-01;--:--;   1152.265
2004-12-02;--:--;   1152.265
2004-12-03;--:--;   1108.349
2004-12-04;--:--;   1115.623
2004-12-05;--:--;   1242.039
2004-12-06;--:--;   1584.396
2004-12-07;--:--;   1939.700
2004-12-08;--:--;   2085.703
2004-12-09;--:--;   2012.195
2004-12-10;--:--;   1841.689
2004-12-11;--:--;   1694.072
2004-12-12;--:--;   1551.217
2004-12-13;--:--;   1445.250
2004-12-14;--:--;   1342.174
2004-12-15;--:--;   1326.576
2004-12-16;--:--;   1453.299
2004-12-17;--:--;   1966.766
2004-12-18;--:--;   2458.282
2004-12-19;--:--;   2719.479
2004-12-20;--:--;   2906.159
2004-12-21;--:--;   2948.284
2004-12-22;--:--;   2864.265
2004-12-23;--:--;   2760.553
2004-12-24;--:--;   2709.247
2004-12-25;--:--;   2658.310
2004-12-26;--:--;   2627.925
2004-12-27;--:--;   2770.858
2004-12-28;--:--;   3282.545
2004-12-29;--:--;   3791.792
2004-12-30;--:--;   4086.695
2004-12-31;--:--;   4134.660
2005-01-01;--:--;   3780.173
2005-01-02;--:--;   3780.173
2005-01-03;--:--;   3460.390
2005-01-04;--:--;   3173.222
2005-01-05;--:--;   2895.664
2005-01-06;--:--;   2719.479
2005-01-07;--:--;   2607.743
2005-01-08;--:--;   2517.661
2005-01-09;--:--;   2557.548
2005-01-10;--:--;   2843.406
2005-01-11;--:--;   3173.222
2005-01-12;--:--;   3326.669
2005-01-13;--:--;   3359.910
2005-01-14;--:--;   3249.599
2005-01-15;--:--;   3119.093
2005-01-16;--:--;   3001.267
2005-01-17;--:--;   2980.030
2005-01-18;--:--;   3108.310
2005-01-19;--:--;   3449.169
2005-01-20;--:--;   3768.566
2005-01-21;--:--;   4015.149
2005-01-22;--:--;   4158.723
2005-01-23;--:--;   4304.216
2005-01-24;--:--;   4389.968
2005-01-25;--:--;   4513.590
2005-01-26;--:--;   4588.392
2005-01-27;--:--;   4563.406
2005-01-28;--:--;   4451.615
2005-01-29;--:--;   4340.888
2005-01-30;--:--;   4194.917
2005-01-31;--:--;   4015.149
2005-02-01;--:--;   3838.408
2005-02-02;--:--;   3838.408
2005-02-03;--:--;   3873.513
2005-02-04;--:--;   4003.272
2005-02-05;--:--;   4292.019
2005-02-06;--:--;   4714.103
2005-02-07;--:--;   5085.959
2005-02-08;--:--;   5322.159
2005-02-09;--:--;   5455.146
2005-02-10;--:--;   5481.894
2005-02-11;--:--;   5455.146
2005-02-12;--:--;   5401.801
2005-02-13;--:--;   5348.656
2005-02-14;--:--;   5308.930
2005-02-15;--:--;   5269.316
2005-02-16;--:--;   5164.236
2005-02-17;--:--;   5021.077
2005-02-18;--:--;   4866.665
2005-02-19;--:--;   4625.969
2005-02-20;--:--;   4365.402
2005-02-21;--:--;   4062.793
2005-02-22;--:--;   3838.408
2005-02-23;--:--;   3664.725
2005-02-24;--:--;   3618.931
2005-02-25;--:--;   3630.359
2005-02-26;--:--;   3630.359
2005-02-27;--:--;   3550.652
2005-02-28;--:--;   3337.736
2005-03-01;--:--;   2864.265
2005-03-02;--:--;   2864.265
2005-03-03;--:--;   2688.828
2005-03-04;--:--;   2577.581
2005-03-05;--:--;   2577.581
2005-03-06;--:--;   2843.406
2005-03-07;--:--;   3618.931
2005-03-08;--:--;   4389.968
2005-03-09;--:--;   4892.272
2005-03-10;--:--;   5269.316
2005-03-11;--:--;   5548.982
2005-03-12;--:--;   5670.525
2005-03-13;--:--;   5779.407
2005-03-14;--:--;   5875.327
2005-03-15;--:--;   5930.408
2005-03-16;--:--;   5971.849
2005-03-17;--:--;   5958.023
2005-03-18;--:--;   5930.408
2005-03-19;--:--;   5889.079
2005-03-20;--:--;   5793.073
2005-03-21;--:--;   5616.382
2005-03-22;--:--;   5508.692
2005-03-23;--:--;   5375.204
2005-03-24;--:--;   5335.401
2005-03-25;--:--;   5322.159
2005-03-26;--:--;   5335.401
2005-03-27;--:--;   5335.401
2005-03-28;--:--;   5295.712
2005-03-29;--:--;   5216.675
2005-03-30;--:--;   5098.974
2005-03-31;--:--;   4917.930
2005-04-01;--:--;   4638.520
2005-04-02;--:--;   4638.520
2005-04-03;--:--;   4513.590
2005-04-04;--:--;   4365.402
2005-04-05;--:--;   4182.838
2005-04-06;--:--;   3944.088
2005-04-07;--:--;   3710.740
2005-04-08;--:--;   3482.872
2005-04-09;--:--;   3271.549
2005-04-10;--:--;   3097.541
2005-04-11;--:--;   2927.193
2005-04-12;--:--;   2770.858
2005-04-13;--:--;   2617.826
2005-04-14;--:--;   2478.015
2005-04-15;--:--;   2341.156
2005-04-16;--:--;   2216.752
2005-04-17;--:--;   2132.155
2005-04-18;--:--;   2048.823
2005-04-19;--:--;   1984.890
2005-04-20;--:--;   1921.736
2005-04-21;--:--;   1885.999
2005-04-22;--:--;   1841.689
2005-04-23;--:--;   1797.784
2005-04-24;--:--;   1762.952
2005-04-25;--:--;   1745.633
2005-04-26;--:--;   1736.999
2005-04-27;--:--;   1736.999
2005-04-28;--:--;   1728.381
2005-04-29;--:--;   1745.633
2005-04-30;--:--;   1728.381
2005-05-01;--:--;   1719.779
2005-05-02;--:--;   1719.779
2005-05-03;--:--;   1754.284
2005-05-04;--:--;   1850.519
2005-05-05;--:--;   1903.835
2005-05-06;--:--;   1939.700
2005-05-07;--:--;   1957.729
2005-05-08;--:--;   1921.736
2005-05-09;--:--;   1841.689
2005-05-10;--:--;   1754.284
2005-05-11;--:--;   1685.536
2005-05-12;--:--;   1626.247
2005-05-13;--:--;   1576.076
2005-05-14;--:--;   1542.964
2005-05-15;--:--;   1510.121
2005-05-16;--:--;   1493.802
2005-05-17;--:--;   1510.121
2005-05-18;--:--;   1510.121
2005-05-19;--:--;   1477.550
2005-05-20;--:--;   1445.250
2005-05-21;--:--;   1429.203
2005-05-22;--:--;   1413.224
2005-05-23;--:--;   1397.314
2005-05-24;--:--;   1397.314
2005-05-25;--:--;   1405.260
2005-05-26;--:--;   1421.205
2005-05-27;--:--;   1389.385
2005-05-28;--:--;   1365.701
2005-05-29;--:--;   1357.842
2005-05-30;--:--;   1349.999
2005-05-31;--:--;   1381.473
2005-06-01;--:--;   1551.217
2005-06-02;--:--;   1551.217
2005-06-03;--:--;   1584.396
2005-06-04;--:--;   1584.396
2005-06-05;--:--;   1576.076
2005-06-06;--:--;   1501.953
2005-06-07;--:--;   1437.218
2005-06-08;--:--;   1389.385
2005-06-09;--:--;   1349.999
2005-06-10;--:--;   1318.803
2005-06-11;--:--;   1318.803
2005-06-12;--:--;   1287.886
2005-06-13;--:--;   1272.533
2005-06-14;--:--;   1264.883
2005-06-15;--:--;   1257.251
2005-06-16;--:--;   1249.636
2005-06-17;--:--;   1242.039
2005-06-18;--:--;   1242.039
2005-06-19;--:--;   1257.251
2005-06-20;--:--;   1257.251
2005-06-21;--:--;   1257.251
2005-06-22;--:--;   1295.589
2005-06-23;--:--;   1326.576
2005-06-24;--:--;   1295.589
2005-06-25;--:--;   1234.460
2005-06-26;--:--;   1204.321
2005-06-27;--:--;   1189.358
2005-06-28;--:--;   1181.903
2005-06-29;--:--;   1174.467
2005-06-30;--:--;   1174.467
2005-07-01;--:--;   1174.467
2005-07-02;--:--;   1189.358
2005-07-03;--:--;   1174.467
2005-07-04;--:--;   1159.648
2005-07-05;--:--;   1144.900
2005-07-06;--:--;   1144.900
2005-07-07;--:--;   1159.648
2005-07-08;--:--;   1181.903
2005-07-09;--:--;   1181.903
2005-07-10;--:--;   1167.048
2005-07-11;--:--;   1159.648
2005-07-12;--:--;   1152.265
2005-07-13;--:--;   1159.648
2005-07-14;--:--;   1159.648
2005-07-15;--:--;   1152.265
2005-07-16;--:--;   1152.265
2005-07-17;--:--;   1159.648
2005-07-18;--:--;   1174.467
2005-07-19;--:--;   1167.048
2005-07-20;--:--;   1167.048
2005-07-21;--:--;   1159.648
2005-07-22;--:--;   1159.648
2005-07-23;--:--;   1159.648
2005-07-24;--:--;   1159.648
2005-07-25;--:--;   1159.648
2005-07-26;--:--;   1152.265
2005-07-27;--:--;   1144.900
2005-07-28;--:--;   1137.554
2005-07-29;--:--;   1137.554
2005-07-30;--:--;   1130.225
2005-07-31;--:--;   1122.915
2005-08-01;--:--;   1130.225
2005-08-02;--:--;   1130.225
2005-08-03;--:--;   1130.225
2005-08-04;--:--;   1130.225
2005-08-05;--:--;   1122.915
2005-08-06;--:--;   1115.623
2005-08-07;--:--;   1108.349
2005-08-08;--:--;   1130.225
2005-08-09;--:--;   1144.900
2005-08-10;--:--;   1144.900
2005-08-11;--:--;   1122.915
2005-08-12;--:--;   1108.349
2005-08-13;--:--;   1086.637
2005-08-14;--:--;   1086.637
2005-08-15;--:--;   1093.856
2005-08-16;--:--;   1093.856
2005-08-17;--:--;   1093.856
2005-08-18;--:--;   1086.637
2005-08-19;--:--;   1072.253
2005-08-20;--:--;   1072.253
2005-08-21;--:--;   1065.089
2005-08-22;--:--;   1065.089
2005-08-23;--:--;   1065.089
2005-08-24;--:--;   1072.253
2005-08-25;--:--;   1086.637
2005-08-26;--:--;   1079.436
2005-08-27;--:--;   1057.943
2005-08-28;--:--;   1050.815
2005-08-29;--:--;   1050.815
2005-08-30;--:--;   1050.815
2005-08-31;--:--;   1050.815
2005-09-01;--:--;   1043.706
2005-09-02;--:--;   1050.815
2005-09-03;--:--;   1050.815
2005-09-04;--:--;   1043.706
2005-09-05;--:--;   1043.706
2005-09-06;--:--;   1043.706
2005-09-07;--:--;   1036.616
2005-09-08;--:--;   1036.616
2005-09-09;--:--;   1029.544
2005-09-10;--:--;   1015.455
2005-09-11;--:--;   1008.439
2005-09-12;--:--;   1022.490
2005-09-13;--:--;   1036.616
2005-09-14;--:--;   1036.616
2005-09-15;--:--;   1043.706
2005-09-16;--:--;   1043.706
2005-09-17;--:--;   1036.616
2005-09-18;--:--;   1022.490
2005-09-19;--:--;    994.462
2005-09-20;--:--;    952.980
2005-09-21;--:--;    925.702
2005-09-22;--:--;    905.443
2005-09-23;--:--;    885.356
2005-09-24;--:--;    885.356
2005-09-25;--:--;    912.177
2005-09-26;--:--;    952.980
2005-09-27;--:--;   1001.441
2005-09-28;--:--;   1029.544
2005-09-29;--:--;   1057.943
2005-09-30;--:--;   1079.436
2005-10-01;--:--;   1108.349
2005-10-02;--:--;   1108.349
2005-10-03;--:--;   1144.900
2005-10-04;--:--;   1174.467
2005-10-05;--:--;   1204.321
2005-10-06;--:--;   1226.898
2005-10-07;--:--;   1226.898
2005-10-08;--:--;   1174.467
2005-10-09;--:--;   1122.915
2005-10-10;--:--;   1072.253
2005-10-11;--:--;   1043.706
2005-10-12;--:--;   1029.544
2005-10-13;--:--;   1022.490
2005-10-14;--:--;   1008.439
2005-10-15;--:--;    994.462
2005-10-16;--:--;    966.732
2005-10-17;--:--;    966.732
2005-10-18;--:--;    966.732
2005-10-19;--:--;    966.732
2005-10-20;--:--;    959.846
2005-10-21;--:--;    952.980
2005-10-22;--:--;    932.493
2005-10-23;--:--;    932.493
2005-10-24;--:--;    932.493
2005-10-25;--:--;    918.930
2005-10-26;--:--;    918.930
2005-10-27;--:--;    925.702
2005-10-28;--:--;    932.493
2005-10-29;--:--;    946.132
2005-10-30;--:--;    952.980
2005-10-31;--:--;    952.980
2005-11-01;--:--;    973.636
2005-11-02;--:--;    973.636
2005-11-03;--:--;    994.462
2005-11-04;--:--;    994.462
2005-11-05;--:--;   1008.439
2005-11-06;--:--;   1086.637
2005-11-07;--:--;   1326.576
2005-11-08;--:--;   1626.247
2005-11-09;--:--;   1780.335
2005-11-10;--:--;   1815.297
2005-11-11;--:--;   1762.952
2005-11-12;--:--;   1617.844
2005-11-13;--:--;   1518.307
2005-11-14;--:--;   1445.250
2005-11-15;--:--;   1421.205
2005-11-16;--:--;   1437.218
2005-11-17;--:--;   1559.487
2005-11-18;--:--;   1719.779
2005-11-19;--:--;   1832.876
2005-11-20;--:--;   1877.105
2005-11-21;--:--;   1824.078
2005-11-22;--:--;   1736.999
2005-11-23;--:--;   1668.514
2005-11-24;--:--;   1754.284
2005-11-25;--:--;   1912.777
2005-11-26;--:--;   2021.328
2005-11-27;--:--;   2169.598
2005-11-28;--:--;   2370.232
2005-11-29;--:--;   2648.167
2005-11-30;--:--;   3108.310
2005-12-01;--:--;   4129.638
2005-12-02;--:--;   4129.638
2005-12-03;--:--;   4439.310
2005-12-04;--:--;   4621.802
2005-12-05;--:--;   4658.634
2005-12-06;--:--;   4609.549
2005-12-07;--:--;   4511.973
2005-12-08;--:--;   4427.243
2005-12-09;--:--;   4463.481
2005-12-10;--:--;   4451.390
2005-12-11;--:--;   4511.973
2005-12-12;--:--;   4646.344
2005-12-13;--:--;   4932.102
2005-12-14;--:--;   5109.188
2005-12-15;--:--;   5262.853
2005-12-16;--:--;   5366.252
2005-12-17;--:--;   5470.412
2005-12-18;--:--;   5509.667
2005-12-19;--:--;   5575.328
2005-12-20;--:--;   5680.998
2005-12-21;--:--;   5760.742
2005-12-22;--:--;   5814.139
2005-12-23;--:--;   5908.032
2005-12-24;--:--;   5961.940
2005-12-25;--:--;   6016.034
2005-12-26;--:--;   6043.150
2005-12-27;--:--;   6056.726
2005-12-28;--:--;   6070.313
2005-12-29;--:--;   6056.726
2005-12-30;--:--;   6002.493
2005-12-31;--:--;   5894.583
2006-01-01;--:--;   5628.068
2006-01-02;--:--;   5628.068
2006-01-03;--:--;   5444.300
2006-01-04;--:--;   5237.123
2006-01-05;--:--;   4957.255
2006-01-06;--:--;   4621.802
2006-01-07;--:--;   4307.260
2006-01-08;--:--;   4036.069
2006-01-09;--:--;   3760.270
2006-01-10;--:--;   3805.722
2006-01-11;--:--;   4059.385
2006-01-12;--:--;   4235.872
2006-01-13;--:--;   4259.618
2006-01-14;--:--;   4224.018
2006-01-15;--:--;   4071.063
2006-01-16;--:--;   3862.827
2006-01-17;--:--;   3636.347
2006-01-18;--:--;   3393.253
2006-01-19;--:--;   3135.394
2006-01-20;--:--;   2916.157
2006-01-21;--:--;   2753.191
2006-01-22;--:--;   2593.801
2006-01-23;--:--;   2466.965
2006-01-24;--:--;   2314.189
2006-01-25;--:--;   2146.778
2006-01-26;--:--;   2002.000
2006-01-27;--:--;   1895.948
2006-01-28;--:--;   1817.852
2006-01-29;--:--;   1766.483
2006-01-30;--:--;   1707.259
2006-01-31;--:--;   1648.804
2006-02-01;--:--;   1558.514
2006-02-02;--:--;   1558.514
2006-02-03;--:--;   1632.245
2006-02-04;--:--;   1732.547
2006-02-05;--:--;   1817.852
2006-02-06;--:--;   1861.085
2006-02-07;--:--;   1895.948
2006-02-08;--:--;   1913.472
2006-02-09;--:--;   1948.701
2006-02-10;--:--;   1948.701
2006-02-11;--:--;   1939.871
2006-02-12;--:--;   1843.746
2006-02-13;--:--;   1757.975
2006-02-14;--:--;   1698.861
2006-02-15;--:--;   1707.259
2006-02-16;--:--;   1749.484
2006-02-17;--:--;   1826.468
2006-02-18;--:--;   1895.948
2006-02-19;--:--;   1957.546
2006-02-20;--:--;   2010.937
2006-02-21;--:--;   2010.937
2006-02-22;--:--;   1931.056
2006-02-23;--:--;   1852.408
2006-02-24;--:--;   1715.673
2006-02-25;--:--;   1615.749
2006-02-26;--:--;   1582.947
2006-02-27;--:--;   1582.947
2006-02-28;--:--;   1599.316
2006-03-01;--:--;   1724.102
2006-03-02;--:--;   1724.102
2006-03-03;--:--;   1792.098
2006-03-04;--:--;   1878.486
2006-03-05;--:--;   2037.835
2006-03-06;--:--;   2220.595
2006-03-07;--:--;   2304.764
2006-03-08;--:--;   2333.083
2006-03-09;--:--;   2399.670
2006-03-10;--:--;   2554.518
2006-03-11;--:--;   2603.657
2006-03-12;--:--;   2554.518
2006-03-13;--:--;   2574.131
2006-03-14;--:--;   2663.091
2006-03-15;--:--;   2813.887
2006-03-16;--:--;   3061.647
2006-03-17;--:--;   3436.977
2006-03-18;--:--;   3851.380
2006-03-19;--:--;   4259.618
2006-03-20;--:--;   4634.067
2006-03-21;--:--;   4906.998
2006-03-22;--:--;   5045.672
2006-03-23;--:--;   5121.928
2006-03-24;--:--;   5198.617
2006-03-25;--:--;   5198.617
2006-03-26;--:--;   5121.928
2006-03-27;--:--;   4995.075
