DEPTH,GR_EDTC,NPHI,AT10,AT20,AT30,AT60,AT90,RHOM,CMFF,TCMR,CMRP_3MS
6233.922,26.895323,0.048040926,27.483263,28.248827,37.35302,47.898624,53.99113,2.578326,0.056028813,8.117667,0.061607827
6234.684,37.291737,0.09463578,12.9453535,12.98875,15.831741,23.500177,26.022892,2.4848127,0.0858463,9.472123,0.09184899
6235.446,26.2493,0.07342418,18.843426,18.608725,23.252327,32.877686,35.68635,2.5136287,0.062049758,9.14607,0.074896075
6236.208,33.421833,0.0677305,31.386938,23.09868,28.880625,44.605247,48.47789,2.5147219,0.06303991,13.672966,0.10580941
6236.97,36.88549,0.06995461,41.931507,30.452421,34.046516,44.82438,52.88803,2.5471563,0.06410804,11.782854,0.07761861
6237.732,33.432354,0.042847853,57.61059,42.93724,43.70194,54.325855,68.57223,2.5285835,0.039991125,9.696919,0.055143762
6238.494,34.027916,0.051568348,18.12169,15.741967,16.976954,15.006285,16.565763,2.5859332,0.06825954,10.085704,0.06856369
6239.256,31.83016,0.098704964,6.4538584,6.264024,7.112742,17.558857,18.115927,2.5345962,0.089259714,12.555769,0.09400845
6240.018,29.137741,0.04052597,16.059196,19.527351,24.963879,30.10001,29.991734,2.591865,0.04310738,10.431701,0.07994197
6240.7803,38.5153,0.021352667,151.60034,127.24916,121.265656,133.39497,138.8616,2.5554912,0.0421641,8.288417,0.04499425
6241.542,37.610622,0.021286612,76.154976,73.6635,68.230415,64.79449,66.61311,2.5943186,0.08198881,8.515795,0.0819929
6242.304,34.14693,0.029996183,51.088787,51.03553,48.951973,36.65306,34.430958,2.5504248,0.046145227,5.2339373,0.04614931
6243.066,33.621254,0.051937524,39.059875,47.18443,51.12697,53.559933,48.41368,2.5723364,0.07534519,7.5362163,0.07534927
6243.828,31.163336,0.010471454,73.748604,93.41911,124.45943,207.65143,136.41159,2.669311,0.036534533,4.9772816,0.045160983
6244.59,43.696743,0.0019517723,189.07712,177.3248,310.02567,322.66687,175.95737,2.6941252,7.867399e-06,1.2984465,0.012973704
6245.352,34.542847,0.005448263,267.8069,271.7182,488.5685,1244.0813,391.3429,2.66421,0.017469015,1.790395,0.0178998
6246.1143,35.86204,0.005825324,221.54965,226.81079,369.00806,1252.5001,327.49176,2.6752763,0.013357828,2.5207362,0.025203213
6246.876,30.763708,0.021430565,161.93805,130.5342,164.57901,215.88225,142.42226,2.601004,0.037936974,7.8821793,0.039555464
6247.638,39.256744,0.019096741,44.77923,47.531174,52.497665,67.78379,57.605686,2.6058614,0.05360543,8.696699,0.057124324
6248.4,34.64459,0.04015635,29.626348,29.84132,33.20546,29.127726,26.741922,2.5703177,0.049700253,6.6109233,0.066092744
6249.162,31.576326,0.037550826,15.933231,14.964355,16.979254,21.135633,19.364979,2.5947738,0.052705366,8.372054,0.07439147
6249.924,35.45975,0.034299232,38.205498,31.45172,37.770046,56.246456,47.928288,2.6213984,0.028145425,4.9641976,0.033440884
6250.686,46.200893,0.01280225,106.26772,98.16512,109.57853,159.31206,119.575554,2.655683,0.016414605,2.784593,0.027841792
6251.448,43.6055,0.050815824,88.29445,112.57582,119.80674,129.44116,102.27475,2.6349275,0.037484553,4.49978,0.044993304
6252.21,30.97061,0.021509798,124.74973,174.01765,178.68321,201.78589,167.3678,2.6070685,0.022920258,5.3254647,0.022924336
6252.972,41.96561,0.0077001275,133.30777,248.91788,279.5076,315.8118,179.59026,2.6706996,0.023719037,2.474622,0.024727112
6253.734,32.182297,0.007284516,167.23065,151.90886,139.70833,142.31245,107.68335,2.70822,0.02788788,4.2429695,0.042415097
6254.496,34.015106,0.025581017,110.1576,98.72733,88.71237,79.09429,66.03383,2.630084,0.05852531,9.230314,0.05852938
6255.258,31.104567,0.05767371,116.751884,120.33842,130.59387,166.4115,116.189285,2.5250883,0.035418265,5.1420236,0.051405273
6256.02,26.076807,0.046159886,128.45535,152.78947,188.37233,284.40558,165.7197,2.606013,0.04529603,7.7367187,0.059446886
6256.782,29.130821,0.023885826,114.10587,133.73422,168.5669,210.48323,132.73476,2.6068177,0.043193564,9.033756,0.05435555
6257.544,33.620434,0.021467226,118.40034,131.85786,182.57095,391.8706,205.43665,2.6023445,0.062077727,8.62362,0.0856033
6258.306,28.639513,0.04048421,104.35246,99.76903,142.24275,214.52402,138.10474,2.621801,0.04539681,11.080158,0.07047505
6259.068,37.453,0.032159872,65.68306,70.717766,108.99747,307.61264,196.573,2.608474,0.07129609,8.579917,0.0761548
6259.83,29.321642,0.06479439,44.456158,54.527866,62.065147,114.018295,95.02208,2.569379,0.10561319,13.826984,0.10590382
6260.592,35.66914,0.07783179,41.328697,64.142494,56.53811,44.312534,43.630875,2.4812534,0.10986395,12.621307,0.12596314
6261.354,25.944452,0.107733645,45.08675,139.6943,98.35102,83.28204,89.157906,2.421715,0.17228976,20.372925,0.17233822
6262.116,23.579554,0.06697148,34.66084,39.857697,44.759632,44.10632,51.222115,2.576468,0.07173496,8.356525,0.08356111
6262.878,22.828049,0.07149078,74.960945,42.21041,44.371536,43.14268,57.59011,2.4709895,0.11535865,16.243364,0.13132644
6263.64,30.762175,0.076608084,8.091108,7.587401,7.8040814,7.7780476,9.524663,2.5011244,0.06558296,8.696506,0.065587044
6264.402,41.71545,0.10237718,3.958278,3.7011628,4.423663,7.1225176,8.462902,2.475004,0.0895586,13.816537,0.12124953
6265.164,32.655933,0.101325475,4.16458,3.9375794,4.9677477,6.640609,7.7671456,2.5150385,0.08415981,14.610847,0.1334105
6265.9263,45.331985,0.093195684,4.871192,4.9960303,6.3532743,13.6857605,16.614792,2.4108925,0.09121849,9.9528055,0.093176685
6266.688,43.809795,0.06731824,5.803737,5.69942,6.195823,7.5778265,8.54703,2.5158596,0.07108794,8.633808,0.07266406
6267.45,51.417393,0.043759022,16.557188,13.860166,17.005215,17.919075,21.11735,2.5272133,0.047509637,7.0435085,0.05548245
6268.212,44.21852,0.06572754,22.341862,25.883081,32.57589,53.716644,54.805546,2.481416,0.06759204,9.467625,0.07458686
6268.974,44.222767,0.03863909,26.184532,33.036182,38.978077,60.95119,59.303707,2.5262854,0.05563326,8.650131,0.058062196
6269.736,39.542797,0.022916231,34.031906,33.70235,37.16683,44.555294,43.458893,2.552967,0.04510373,5.562946,0.04885804
6270.498,38.50941,0.03757355,70.25199,88.18603,99.59945,142.99849,128.31383,2.5438643,0.06427135,9.684275,0.08376261
6271.2603,49.317547,0.022811234,78.56539,101.13593,110.01886,139.29318,114.4652,2.5877535,0.054088723,10.365828,0.05409279
6272.022,51.771404,0.023855837,69.5696,107.85678,105.24065,110.096535,92.01024,2.64668,0.028157752,10.426826,0.028711926
6272.784,36.738674,0.019974556,52.50276,56.943638,61.345627,73.08971,58.63734,2.576666,0.03232541,3.9166992,0.039162856
6273.546,37.56563,0.015901893,80.8825,76.584175,97.404144,137.32605,90.35475,2.5912805,0.03705384,10.627885,0.037564278
6274.308,39.126995,0.076990545,103.717445,157.78528,207.84702,136.27423,99.594765,2.4249144,0.09919088,10.864887,0.09919495
6275.07,26.678957,0.08857657,43.349686,60.80428,57.710835,55.695206,48.276093,2.4842486,0.07234606,11.126857,0.1007074
6275.832,33.014248,0.01914379,73.64509,81.897156,89.60712,77.14235,67.21617,2.627848,0.01105822,4.654711,0.03191609
6276.594,36.596695,0.03708105,68.96571,77.471924,82.43698,102.034805,74.99394,2.5594447,0.09649418,14.258043,0.09649824
6277.356,40.140835,0.0653282,82.02246,96.65188,130.94077,155.43855,119.16565,2.4988942,0.05798619,7.8500667,0.07523024
6278.118,25.442383,0.049919605,73.35072,80.9707,92.89276,110.04082,109.80816,2.5408602,0.091411486,13.538651,0.09157547
6278.88,30.624468,0.053153586,8.135469,7.9394155,9.909353,19.025854,19.618721,2.5166385,0.031143362,6.622166,0.042946566
6279.642,27.919464,0.056654755,11.060976,11.102605,14.698768,27.248219,27.439646,2.4850097,0.023356505,5.270269,0.035596326
6280.404,31.717588,0.055889986,22.734257,24.833895,32.54755,52.39121,53.022346,2.5465744,0.0873403,9.510482,0.092700385
6281.166,43.20381,0.023488294,84.46831,458.322,216.18486,232.8828,257.4259,2.6092014,0.054245293,8.239592,0.061224453
6281.928,40.827312,0.027538508,53.25142,70.797424,91.22587,148.64793,152.57805,2.5952845,0.045191363,9.311601,0.056894563
6282.69,38.516613,0.028859727,85.86096,102.10247,129.34962,218.8886,169.8048,2.6172936,0.03220621,6.11692,0.049187366
6283.452,35.53859,0.0640011,81.867805,94.71515,122.66397,165.82573,125.85545,2.6354575,0.03910616,7.295565,0.040182546
6284.214,41.923218,0.026691979,90.99542,92.3642,106.0231,156.05675,116.448746,2.616995,0.03710122,5.6010866,0.037339307
6284.976,37.68462,0.017509338,133.84196,178.86096,227.54317,396.05646,242.7697,2.6337073,0.048566964,6.9625745,0.05046539
6285.7383,30.927055,0.0202718,122.26341,141.39949,186.71762,294.5176,184.67047,2.5827224,0.05899825,8.751582,0.07146536
6286.5,28.828138,0.047939755,95.97253,141.96518,186.1963,286.95798,168.68988,2.543836,0.060405955,8.938933,0.060421675
6287.262,32.18153,0.015338492,86.356544,127.65527,167.63397,293.7001,170.18756,2.6274595,0.01771954,7.5466146,0.018366216
6288.024,36.73558,0.021952227,79.75357,108.934044,146.15227,264.34424,148.54086,2.5975528,0.025551237,4.8860235,0.03920595
6288.786,40.166283,0.024590062,68.62607,76.69958,111.19417,195.40605,135.30278,2.6263857,0.03497536,7.2918797,0.034990966
6289.548,37.757416,0.03354073,50.46159,63.22545,96.4734,303.52658,198.875,2.523465,0.12812266,13.771025,0.12991567
6290.31,20.915518,0.04931987,66.96608,89.09773,117.241516,153.51834,108.79434,2.5554812,0.08505696,11.213776,0.09262141
6291.0723,33.862984,0.028731974,77.13552,82.160385,91.327805,144.48051,105.9311,2.5826178,0.060943026,7.1961174,0.0711749
6291.834,38.775364,0.030392539,81.88205,116.703804,142.17563,198.83458,139.0278,2.5660386,0.07308378,13.126305,0.07308781
6292.596,33.52036,0.040704444,94.855934,153.09883,206.29448,232.64471,167.91037,2.5897942,0.058815397,7.2739334,0.07273524
6293.358,42.845047,0.021672778,29.383274,52.44649,47.24231,34.80591,32.949947,2.6067364,0.0025460157,1.8742772,0.0029168092
6294.12,37.829678,0.06778317,34.88919,670.7705,401.0971,240.69225,205.15605,2.4876568,0.07915736,12.674543,0.08565583
6294.882,32.816776,0.02277738,41.87375,65.238556,51.89453,42.775883,38.806618,2.541194,0.069476716,9.370072,0.08312193
6295.644,27.427423,0.027288234,76.56773,86.51838,129.54662,235.72734,169.6808,2.5589666,0.07185316,7.9270997,0.07926691
6296.4062,32.484547,0.03329298,61.95164,90.24669,176.2138,827.25183,336.00354,2.6100745,0.028700298,4.6138706,0.044708684
6297.168,34.74304,0.034994427,68.65538,107.844086,216.34853,550.62885,272.42636,2.587038,0.07626926,12.988613,0.08810782
6297.93,35.567722,0.032730658,66.40511,89.76793,130.77724,268.9522,180.24406,2.6197643,0.041559044,4.3256035,0.04156592
6298.692,32.473095,0.032528125,63.2604,90.20433,125.99881,221.12827,149.34096,2.4971938,0.034805957,4.8523507,0.048519433
6299.454,25.794882,0.032191075,101.38181,173.75638,288.03214,652.1126,354.44095,2.5871313,0.04220151,7.084611,0.05749355
6300.216,29.518503,0.036674604,121.75564,160.15865,246.62488,436.37384,229.76546,2.596966,0.05979275,9.545082,0.06343443
6300.978,29.639715,0.036645457,148.79564,202.86914,341.09976,608.8055,457.55762,2.5957088,0.010558818,1.6890277,0.01426675
6301.74,33.238094,0.036674604,42.31215,46.55099,50.67823,69.90222,66.3197,2.5936518,0.061885834,7.6225133,0.067782655
6302.502,28.586557,0.036820244,44.872124,142.8093,94.97629,107.78898,124.35892,2.583952,0.133472,15.444489,0.13538733
6303.264,39.52927,0.03687852,24.31491,42.886646,40.781715,46.650024,42.198483,2.5814927,0.055420548,8.789036,0.067510925
6304.026,32.40287,0.036783826,45.863037,45.769405,47.839695,58.706196,48.52467,2.5598419,0.06948352,11.193407,0.06948753
6304.788,20.354902,0.036820244,98.251396,91.01549,126.294136,307.01505,192.71935,2.5325484,0.034565844,8.123902,0.036028124
6305.55,27.020033,0.036820244,148.82372,219.80748,323.4083,1318.5273,461.35974,2.5047753,0.012783359,6.4375916,0.025764892
6306.312,38.54195,0.036820244,174.0606,278.01093,432.46445,888.1147,391.75253,2.5047753,0.02050259,5.3472233,0.05346818
6307.074,31.61126,0.036820244,85.732185,105.12,148.85501,251.77988,186.6596,2.5047753,0.09318795,13.960626,0.09595718
6307.836,28.004179,0.036820244,52.9173,61.235348,92.99681,186.71259,138.58263,2.5047753,0.026165968,5.1832094,0.051828045
6308.598,36.69127,0.036820244,94.78861,79.460365,141.71568,398.84256,248.8321,2.5047753,0.03257051,5.426943,0.033223588
6309.36,33.090824,0.036820244,133.3773,67.086395,119.3191,220.73625,167.9309,2.5047753,0.03469306,5.8028297,0.035954144
6310.122,33.41979,0.036820244,151.5696,64.125725,118.958755,272.75412,192.23412,2.5047753,0.03417793,12.793485,0.12075201
6310.8843,26.357971,0.036820244,165.3446,63.503376,116.49472,252.03848,182.21213,2.5047753,0.052885998,26.059887,0.23935297
6311.646,26.535318,0.036820244,171.8978,63.562782,116.47763,284.9135,196.56227,2.5047753,0.032415275,25.507847,0.22215918
6312.408,21.07512,0.036820244,174.36003,63.77263,116.72702,253.44807,184.1166,2.5047753,0.04853748,26.138556,0.23093784
6313.17,24.658792,0.036820244,176.58424,63.848312,115.880974,249.37,183.0575,2.5047753,0.03022106,23.433008,0.18788452
6313.932,28.479416,0.036820244,173.86903,62.754925,114.99076,247.72188,183.5384,2.5047753,0.0346066,20.810421,0.20307693
6314.694,33.0004,0.036820244,172.2541,63.29106,116.28427,246.88918,184.31021,2.5047753,7.082436e-06,21.5696,0.17119394
6315.456,44.1907,0.036820244,172.04518,63.311638,116.01389,243.94571,183.1966,2.5047753,0.03161643,21.070059,0.2058662
6316.2183,31.64283,0.036820244,172.1133,63.312477,116.07994,244.13524,183.21315,2.5047753,0.030278957,23.013762,0.19592437
