DEPTH,GR,SP,RHGX_HILT,DTCO3,AT10,AT30,AT90,RHOZ,NPHI,CMFF,CMRP_3MS,TCMR
5138.7754,9.773189,-1407.4375,3.628199,64.20838,1950.0,1950.0,46.60342,4.6288,-0.036510836,0.0016865166,0.0016908213,0.006269539
5138.928,8.862515,-1399.125,3.6287446,62.744274,1950.0,1950.0,37.61433,4.6288,-0.025928378,0.0016866327,0.0016909378,0.0062699704
5139.0806,7.722262,-1392.5,3.6336913,62.34849,1950.0,1950.0,51.302906,4.6288,-0.033706177,0.0016870867,0.001691393,0.0062716585
5139.233,7.687824,-1392.3125,3.6343448,62.156364,1950.0,1950.0,54.134106,4.6288,-0.036611762,0.0016870867,0.001691393,0.0062716585
5139.3853,7.0604653,-1386.125,3.6343448,61.134174,1950.0,1950.0,82.9741,4.6288,-0.022668593,0.0016867239,0.0016910293,0.00627031
5141.0615,7.21839,-1385.1875,3.6343448,59.6658,1950.0,1950.0,86.86635,4.6288,0.20951736,0.0016874496,0.0016917568,0.0062730075
5141.976,6.5102296,-1381.1875,3.6343448,59.689888,1950.0,1950.0,96.22649,4.6288,0.4965172,0.0016876828,0.0016919905,0.006273874
5142.1284,6.1281037,-1376.9375,3.6343448,61.126823,1950.0,1950.0,114.35012,4.6288,0.15466735,0.0016874496,0.0016917568,0.0062730075
5142.281,6.1327643,-1372.125,3.6343448,63.478504,1950.0,1950.0,143.8335,4.6288,0.181281,0.0016867239,0.0016910293,0.00627031
5142.433,6.835972,-1363.8125,3.6343448,66.13647,1950.0,1950.0,185.66109,4.6288,-0.06926094,0.0016867239,0.0016910293,0.00627031
5142.5854,7.3421683,-1360.5,3.6343448,66.11955,1950.0,1950.0,243.43414,4.6288,0.01154892,0.0016870867,0.001691393,0.0062716585
5142.8906,7.5333405,-1356.9375,3.6343448,65.30109,1950.0,1950.0,321.17105,4.6288,-0.028876873,0.0016862701,0.0016905742,0.006268623
5143.3477,7.269379,-1350.125,3.6343448,64.77942,1950.0,1950.0,426.94272,4.6288,-0.06548483,0.0016862701,0.0016905742,0.006268623
5143.5,7.2664638,-1355.9375,3.6343448,64.22192,1950.0,1950.0,559.7393,4.6288,-0.04280209,0.0016862701,0.0016905742,0.006268623
5143.6523,7.2692337,-1355.1875,3.6343448,63.925224,1950.0,1950.0,723.69507,4.6288,-0.034353312,0.0016859076,0.0016902108,0.0062672747
