DEPTH,GR,NPHI,AT10,AT30,AT90,CMFF,CMRP_3MS,TCMR
5443.728,10.4989395,0.071271144,1950.0,1950.0,53.4712,0.0004469619,0.0025209219,1.7889934
5443.8804,10.0423155,0.07267852,1950.0,1950.0,54.82326,0.0004469619,0.0025209219,1.7889934
5444.0327,10.251058,0.06927029,1950.0,1950.0,61.86811,0.0004468675,0.0025203896,1.7886155
5444.185,9.331172,0.06094469,1950.0,1950.0,62.887306,0.0004468675,0.0025203896,1.7886155
5444.3374,9.711253,0.044792525,1950.0,1950.0,62.97252,0.0004468675,0.0025203896,1.7886155
5444.49,9.754884,0.026994897,1950.0,1950.0,57.432316,0.00044677308,0.0025198571,1.7882377
5444.6426,9.751898,0.015347872,1950.0,1950.0,55.10893,0.0004469619,0.0025209219,1.7889934
5444.795,9.667873,0.010826176,1950.0,1950.0,66.00055,0.0004469619,0.0025209219,1.7889934
5444.9473,9.538369,0.009821384,1950.0,1950.0,79.77362,0.0004469619,0.0025209219,1.7889934
5445.0996,9.663021,0.007993743,1950.0,1950.0,91.67665,0.0004469619,0.0025209219,1.7889934
5445.252,9.161126,0.0057390095,1950.0,1950.0,99.214096,0.0004469619,0.0025209219,1.7889934
5445.4043,9.203955,0.0029619155,1950.0,1950.0,113.43982,0.0004468675,0.0025203896,1.7886155
5445.5566,8.939666,0.0027620743,1950.0,1950.0,130.29842,0.0004469619,0.0025209219,1.7889934
5445.7095,8.39605,0.0042886296,1950.0,1950.0,146.064,0.00044677308,0.0025198571,1.7882377
5445.862,8.565406,0.0064212466,1950.0,1950.0,155.07037,0.00044677308,0.0025198571,1.7882377
5446.014,9.198228,0.007103694,1950.0,1950.0,152.70493,0.00044677308,0.0025198571,1.7882377
5446.1665,10.117669,0.006648715,1950.0,1950.0,139.38165,0.0004468675,0.0025203896,1.7886155
5446.319,9.632909,0.005282495,1950.0,1950.0,120.538574,0.0004468675,0.0025203896,1.7886155
5446.471,9.378989,0.0032553265,1950.0,1950.0,101.55873,0.0004468675,0.0025203896,1.7886155
5446.6235,9.092352,0.0017785628,1950.0,1950.0,85.53891,0.0004469619,0.0025209219,1.7889934
5446.776,9.177764,0.00043415616,1950.0,1950.0,75.342514,0.0004469619,0.0025209219,1.7889934
5446.928,9.139735,-0.00055245677,1950.0,1950.0,64.999214,0.0004469619,0.0025209219,1.7889934
5447.081,9.098786,-7.009882e-05,1950.0,1950.0,57.56703,0.0004469619,0.0025209219,1.7889934
5447.2334,9.652362,-0.00036250244,1950.0,1950.0,56.311363,0.0004469619,0.0025209219,1.7889934
5447.3857,10.026207,-0.0007780024,1950.0,1950.0,56.316193,0.0004468675,0.0025203896,1.7886155
5447.538,10.43047,-0.001648101,1950.0,1950.0,51.58751,0.0004468675,0.0025203896,1.7886155
5447.6904,10.1097975,-0.001429922,1950.0,1950.0,44.655228,0.0004468675,0.0025203896,1.7886155
5447.843,10.068849,0.0004077068,1950.0,1950.0,62.21585,0.0004468675,0.0025203896,1.7886155
5447.995,10.036797,0.002642692,1950.0,1950.0,48.820568,0.0004468675,0.0025203896,1.7886155
5448.1475,10.077397,0.00531219,1950.0,1950.0,47.526993,0.0004469619,0.0025209219,1.7889934
5448.3,8.927531,0.007208835,1950.0,1950.0,48.69678,0.0004469619,0.0025209219,1.7889934
5448.4526,8.19598,0.0067246626,1950.0,1950.0,55.788887,0.0004469619,0.0025209219,1.7889934
5448.605,8.279799,0.004722411,1950.0,1950.0,61.480247,0.0004469619,0.0025209219,1.7889934
5448.7573,8.700595,0.0032127341,1950.0,1950.0,49.79089,0.0004469619,0.0025209219,1.7889934
