DEPTH,k,phi,GR,AT90,RHOZ,NPHI,DTCO,PEFZ,NMRFF,NMREFF,NMRTOT
5248.999893508852,13.4,17.6,12.356463,1428.49,2.4640732,0.14695096,65.90592,4.9243727,0.10528883,0.13857478,0.14074443
5249.499893516302,0.002,3.4,12.792659,1417.6636,2.4353168,0.1310614,65.94583,5.217349,0.11088707,0.13671848,0.13671848
5249.7998935207725,1.17,12.1,12.620058,1338.963,2.4184687,0.13833979,65.936745,5.1897697,0.09975566,0.1334962,0.1334962
5249.999893523753,0.145,9.7,13.353818,1148.0514,2.419627,0.13089076,65.83338,5.2362185,0.10207611,0.13355085,0.13355085
5250.199893526733,187.0,16.5,14.162758,873.36536,2.4274976,0.13247737,65.5697,5.291284,0.110416204,0.13609165,0.13609165
5250.599893532693,93.6,9.9,18.397648,757.4288,2.4679615,0.13371901,64.50555,4.810998,0.107718065,0.13576914,0.13632569
5250.899893537164,0.164,8.3,24.199944,567.4869,2.473658,0.1272652,63.44849,5.0198994,0.09657753,0.13183612,0.1327838
5251.199893541634,0.0,8.1,24.67514,598.50616,2.495247,0.12152919,62.165462,4.458395,0.083516866,0.12995484,0.1301414
5251.499893546104,0.034,6.8,14.366666,787.8566,2.5326226,0.0834156,61.637207,4.532538,0.08447327,0.11937068,0.11950445
5251.899893552065,0.386,7.5,12.554638,1026.6309,2.4902332,0.0965485,62.165497,4.8622003,0.071080014,0.098819755,0.098819755
5252.299893558025,3.77,10.2,11.110359,1337.6677,2.4878566,0.10968442,64.81934,4.7819414,0.08170971,0.107004754,0.107004754
5252.699893563986,0.001,3.0,10.873993,1558.4523,2.432017,0.13036363,66.717705,5.063885,0.097146295,0.12978785,0.13019155
5252.999893568456,0.314,7.2,10.153194,1684.7606,2.444428,0.13641442,68.26315,5.1460304,0.117786646,0.15212394,0.15322381
5253.399893574417,108.0,14.2,8.692651,1767.0521,2.442818,0.14250462,67.836205,5.475107,0.1345357,0.15272976,0.1527397
5253.699893578887,0.567,7.4,9.285917,1767.6072,2.4669666,0.13003737,68.15556,5.4784164,0.12374374,0.1485137,0.15315442
5254.099893584847,34.9,9.0,11.624589,1726.5021,2.471958,0.09654264,68.39202,4.5782886,0.12023459,0.13568501,0.13946961
5254.399893589318,0.083,4.3,10.291118,1694.7455,2.5139778,0.101875335,68.010864,4.0862412,0.088870056,0.11755575,0.1175558
5254.699893593788,0.0,6.4,11.313495,1689.8312,2.4430318,0.11700723,66.836266,4.7759514,0.06749831,0.113942385,0.113942385
5255.099893599749,18.2,13.0,10.678502,1721.884,2.4487028,0.10277803,68.1301,4.419774,0.09853684,0.129806,0.13221912
5260.899893686175,0.315,6.0,16.821938,1738.317,2.448311,0.08415933,61.362507,5.455767,0.09789143,0.11595483,0.11597003
5261.599893696606,265.0,9.7,19.192392,1692.5131,2.5972826,0.060525957,61.686783,5.033158,0.08477738,0.102963544,0.10651676
5267.599893786013,0.107,10.1,18.686922,1615.33,2.5194407,0.08442175,59.08469,5.8017263,0.058971368,0.09279919,0.09617863
