MD,k,phi,GR,AT90,RHOZ,NPHI,DTCO,PEFZ,NMRFF,NMREFF,NMRTOT
5390.05,108.0,10.9,16.70056,312.18045,2.3853793,0.17515467,66.54463,6.2478156,0.13112447,0.16835582,0.1750244
5391.3,648.0,19.0,15.459842,51.459568,2.4944594,0.21471992,69.63688,8.620249,0.050009668,0.1275009,0.12750392
5392.35,196.0,16.4,10.318454,14.314435,2.488171,0.16744879,69.79465,7.888371,0.055443183,0.13895357,0.14293207
5393.0,20.5,11.1,10.165233,17.473589,2.5603943,0.1277162,53.83335,6.7893953,0.03666748,0.10868054,0.1086919
5393.3,558.0,16.7,11.676609,15.114781,2.5213537,0.10639964,57.75531,6.3216248,0.041273005,0.09561813,0.096644826
5393.75,556.0,17.0,21.148626,17.469378,2.5599248,0.11636619,59.717392,4.9685903,0.052102216,0.105467126,0.110337086
5394.0,319.0,14.0,26.559439,21.271276,2.5056279,0.13528028,60.6264,4.5259213,0.070009805,0.100232095,0.1004984
5394.55,856.0,14.7,29.18439,19.080828,2.3749568,0.23395927,63.0263,5.990399,0.10262273,0.12793782,0.12795477
5394.85,725.0,17.4,28.562834,22.310667,2.3942862,0.21469402,68.055176,6.2687283,0.1484873,0.18652424,0.18652725
5395.15,423.0,15.1,25.47731,42.442886,2.3943408,0.18221964,70.22629,5.342273,0.16141282,0.20341118,0.20377581
5395.45,97.0,12.8,33.053852,120.54295,2.3644085,0.2008044,70.403404,5.3040624,0.1627407,0.19553536,0.19790675
5396.05,363.0,20.0,27.09675,288.19843,2.5482042,0.21802996,70.45199,4.61001,0.15485571,0.18042976,0.18049182
5396.35,91.0,19.4,29.820318,75.21035,2.5346868,0.16806968,69.30949,4.3238773,0.11594193,0.14493228,0.1449374
5396.95,604.0,13.8,29.820318,15.733343,2.4914126,0.21513169,67.55938,4.517707,0.098243624,0.11783561,0.11783862
5397.2,157.0,14.0,28.191614,11.95914,2.4160273,0.2527896,67.50795,4.9628177,0.12751776,0.15069894,0.15139608
5398.0,269.0,16.9,31.437082,13.390741,2.4866793,0.19401047,68.546646,4.903046,0.123350434,0.15266547,0.15266849
5398.35,9.11,6.8,30.718521,14.326456,2.4546275,0.19900863,69.42498,4.9139233,0.1173122,0.15033261,0.15172182
5398.65,56.3,12.2,36.069138,16.834087,2.5002,0.20817587,67.52551,4.6461425,0.11888418,0.15941483,0.15945251
5398.95,22.6,9.3,36.7691,16.618,2.5146391,0.17638583,65.19935,4.478775,0.11517133,0.15317532,0.15350111
5399.25,297.0,12.9,32.13705,13.428293,2.5335972,0.14966659,64.527405,4.323748,0.104951106,0.13712193,0.14047895
5399.35,59.2,10.9,27.484993,17.017223,2.5435722,0.12026937,64.35393,4.2381654,0.09365827,0.1259585,0.12705213
5399.55,43.2,13.0,28.92212,25.878351,2.5325048,0.1283862,64.29932,4.342237,0.08496225,0.11486173,0.115007006
5399.85,53.3,12.2,31.588846,86.714554,2.4474947,0.2154725,63.851,5.661015,0.08917087,0.11935472,0.11935773
5400.25,94.8,12.0,27.408348,66.20811,2.398801,0.24942313,65.37368,6.7600336,0.14863329,0.20129386,0.20129688
5400.55,249.0,11.9,28.203558,29.076862,2.4088788,0.2432836,67.242386,5.7483754,0.1536694,0.20319131,0.20323136
5401.65,718.0,14.1,34.85026,7.209247,2.4360306,0.21252817,66.96972,5.649333,0.13187814,0.15770234,0.15860716
5401.95,639.0,13.5,34.456226,23.34641,2.4661274,0.186164,66.12518,5.451059,0.13211028,0.15494911,0.15642893
5402.25,620.0,12.6,42.89934,25.344751,2.4780154,0.16177925,64.23391,5.1603794,0.13003553,0.15278131,0.15539637
5402.55,1230.0,12.5,36.43378,18.270216,2.4836977,0.17523979,63.43345,5.1291733,0.12232965,0.14726143,0.15454724
5402.75,354.0,11.3,35.76123,14.619746,2.4886327,0.18029079,63.43423,5.158967,0.12232965,0.14726143,0.15454724
5402.85,961.0,11.7,33.818428,12.270944,2.4816957,0.17335448,63.48795,5.258257,0.11602736,0.14007702,0.14997447
5403.15,598.0,14.2,27.12571,9.85385,2.4580095,0.19471033,63.44239,5.325602,0.10477058,0.13083899,0.13436957
5403.45,2560.0,15.6,22.09577,11.0468855,2.44788,0.19550593,63.25236,5.278244,0.10495202,0.13118897,0.13169014
5403.8,8.56,9.9,21.353075,9.400533,2.4727635,0.16789937,63.593857,5.2247987,0.112361535,0.1369198,0.1369228
5404.0,435.0,14.4,19.55667,8.249541,2.470652,0.16971007,63.910168,5.289252,0.11241356,0.13587981,0.13606206
5404.85,29.1,12.9,16.88619,17.690643,2.459055,0.17903562,64.49196,7.031562,0.0891894,0.1312254,0.13600267
5406.5,2.46,9.1,21.531649,10.947563,2.4728808,0.18024059,66.125145,5.786599,0.10431138,0.13252442,0.14419
5406.8,429.0,15.4,22.789133,12.637322,2.4552836,0.16675113,66.12246,6.0103354,0.09884408,0.13015203,0.13172
5407.0,74.2,9.7,21.736494,12.787973,2.444345,0.18234116,65.52597,6.0076184,0.10263221,0.13508892,0.13594528
5407.15,1190.0,13.7,21.197573,12.420944,2.458183,0.19552656,64.79987,5.8615613,0.10863322,0.14436729,0.14481805
5407.75,2150.0,14.9,19.041885,21.623652,2.5316067,0.13281327,57.581738,4.706828,0.0991398,0.138795,0.13908738
5408.05,98.4,10.2,21.89147,25.788715,2.5921614,0.082425706,57.760643,4.2602596,0.09250756,0.12556076,0.12765665
5535.0,3.21,8.9,59.835846,1883.0941,2.5090363,0.13532613,60.430916,6.3993,0.1506016,0.1506068,0.17625152
5544.0,1.28,11.7,39.232132,135.60333,2.5917714,0.1534443,62.81413,4.4625397,0.05228095,0.093911655,0.09391527
5556.0,115.0,18.5,41.07358,1688.0972,2.4494207,0.1155688,68.036255,5.0679846,0.11051036,0.11053384,0.16726497
